text,language
The fact that there's a stairway to heaven and a highway to hell explains life well, English
Hy het geld opgeraak so hy moes ophou om poker te speel,Afrikaans
Onderestimate nooit de bereidheid van de hebzuchtigen om je onder de bus te gooien,Nederlands
De ironie van de situatie ging niemand in de kamer verloren,Nederlands
Ons het baie reën in Junie,Afrikaans
Hy het per ongeluk in sy maatskappy se bediener gehack,Afrikaans
Ek sou die bevordering gekry het maar my teenwoordigheid was nie goed genoeg nie,Afrikaans
De vos in de hoge hoed fluisterde in het oor van de konijn,Nederlands
Een paarse varken en een groene ezel vlogen met een vlieger midden in de nacht en eindigden met een zonnebrand,Nederlands
Hij keek achter de deur en vond niet leuk wat hij zag,Nederlands
The tour bus was packed with teenage girls heading toward their next adventure, English
Toen hij uit het raam keek zag hij een clown voorbij lopen,Nederlands
Hy is goed in die eet van suurlemoensap en om vroue van sy emosionele probleme te vertel,Afrikaans
Sy het vir hom 'n lang brief geskryf maar hy het dit nie gelees nie,Afrikaans
As he waited for the shower to warm he noticed that he could hear water change temperature, English
Ik kocht een babyclown van de Russische terroristen zwarte markt,Nederlands
Dit is 'n Japannese pop,Afrikaans
There aren't enough towels in the world to stop the sewage flowing from his mouth, English
Daar moes 'n tyd en plek gewees het maar dit was nie,Afrikaans
His seven-layer cake only had six layers, English
Het was het beste zandkasteel dat hij ooit had gezien,Nederlands
Ons moet 'n kamer huur vir ons partytjie,Afrikaans
Jy het die hele dag na my gekyk en gewag vir jou beweging soos 'n leeu wat 'n gazelle in die savanne stalk,Afrikaans
She finally understood that grief was her love with no place for it to go, English
Ja ek dink dit is 'n goeie omgewing om Engels te leer,Afrikaans
Hij was bereid de diepten van het konijnenhol te verkennen om bij haar te zijn,Nederlands
Hit me with your pet shark, English
Almal was besig so het ek alleen na die fliek gegaan,Afrikaans
The newly planted trees were held up by wooden frames in hopes they could survive the next storm, English
Ik controleerde om te zorgen dat hij nog leefde,Nederlands
Ze zegt dat ze de vaardigheid heeft om de soundtrack van je leven te horen,Nederlands
As my sakrekenaar 'n geskiedenis gehad het sou dit meer peinlik gewees het as my blaaier geskiedenis,Afrikaans
Hy was 100% in vir vas met haar totdat hy verstaan het dit beteken hy kan nie eet nie,Afrikaans
You're unsure whether or not to trust him but very thankful that you wore a turtle neck, English
This made him feel like an old-style rootbeer float smells, English
De efficiëntie waarmee we afval verwijderen heeft het creëren van afval acceptabeler gemaakt,Nederlands
Jy besef jy is nie alleen nie terwyl jy in jou slaapkamer sit en jou kalwers masseer na 'n lang dag van touwtrekker met Oupa Joe in die hospitaal,Afrikaans
Ja ik denk dat het een goede omgeving is om Engels te leren,Nederlands
His ultimate dream fantasy consisted of being content and sleeping eight hours in a row, English
Ze zeggen dat honden de beste vriend van de mens zijn maar deze kat was vastbesloten die theorie te saboteren,Nederlands
Niet alle mensen die dwalen zijn verloren,Nederlands
Hy het besluit om sy lewe te lei volgens die groot ritme manifesto,Afrikaans
Wacht alsjeblieft buiten het huis,Nederlands
Hij stapte voorzichtig op de brug wetende dat betovering aan de andere kant wachtte,Nederlands
Sy sewe-laag koek het net ses lae gehad,Afrikaans
Zo won hij 1 miljoen dollar,Nederlands
Het was een glibberige helling en hij was bereid om helemaal naar de diepste diepten te glijden,Nederlands
Stap niet op het gebroken glas,Nederlands
Wag asseblief buite die huis,Afrikaans
Fluffy pink unicorns are a popular status symbol among macho men, English
The secret code they created made no sense even to them, English
Sy selfvertroue sou bewonderenswaardig gewees het as dit nie vir sy domheid was nie,Afrikaans
Terwyl hy gewag het vir die stort om op te warm het hy opgemerk dat hy die water se temperatuur kon hoor verander,Afrikaans
Die ironie van die situasie was nie verlore op iemand in die kamer nie,Afrikaans
Hy het nie die waarskuwing gevolg nie en dit het verrassend goed uitgewerk,Afrikaans
"David subscribes to the ""stuff your tent into the bag"" strategy over nicely folding it", English
Het geheugen dat we vroeger deelden is niet meer coherent,Nederlands
The beauty of the African sunset disguised the danger lurking nearby, English
De waarheid is dat je voor je levensstijl betaalt in uren,Nederlands
Joe het die suikerkoekies gemaak Susan het hulle gedekoreer,Afrikaans
Drie geslagte met ses dekades van lewenservaring,Afrikaans
It caught him off guard that space smelled of seared steak, English
Alles wat sy wou hê was die antwoord maar sy het geen idee hoe baie sy dit sou haat nie,Afrikaans
Die herinnering wat ons eens gedeel het is nie meer saamhangend nie,Afrikaans
Hy was bereid om die dieptes van die haas se gat te vind om by haar te wees,Afrikaans
Rockmusiek benader met hoë snelheid,Afrikaans
Dit het donker geword en ons was nog nie daar nie,Afrikaans
As enige polisie jou vra waar jy was sê net jy was Kansas aan die besoek,Afrikaans
He had a vague sense that trees gave birth to dinosaurs, English
Hij besloot zijn leven te leven volgens het grote beats-manifest,Nederlands
He was so preoccupied with whether or not he could that he failed to stop to consider if he should, English
Smoky the Bear secretly started the fires, English
Ik at een sok omdat mensen op het internet me dat zeiden,Nederlands
As the rental car rolled to a stop on the dark road her fear increased by the moment, English
She had some amazing news to share but nobody to share it with, English
Als mijn rekenmachine een geschiedenis had zou het beschamender zijn dan mijn browsergeschiedenis,Nederlands
There was coal in his stocking and he was thrilled, English
The Guinea fowl flies through the air with all the grace of a turtle, English
De roestige spijker stond rechtop gekanteld onder een hoek van 45 graden wachtend op de perfecte blote voet om langs te komen,Nederlands
He didn't understand why the bird wanted to ride the bicycle, English
Various sea birds are elegant but nothing is as elegant as a gliding pelican, English
Italië is mijn favoriete land in feite ben ik van plan om er volgend jaar twee weken door te brengen,Nederlands
Die geheimsinnige dagboek neem die stem op,Afrikaans
Dit klink nie of dit ooit op my reislys sal wees nie,Afrikaans
Ze kon hem in de douche horen zingen met een vreugde waarvan ze hoopte dat hij die zou behouden nadat ze het nieuws had gebracht,Nederlands
Die skoonheid van die Afrika sonondergang het die gevaar wat naby loer vermom,Afrikaans
Het blijkt dat je al die spullen die je dacht nodig te hebben niet nodig hebt,Nederlands
Die doeltreffendheid wat ons het om vullis te verwyder het dit meer aanvaarbaar gemaak om vullis te skep,Afrikaans
Ek het my eekhoring betrap wat deur my gimnasium sak roer,Afrikaans
Ek wou jou net vertel ek kon die liefde wat jy vir jou kind het sien deur die manier waarop jy na haar kyk,Afrikaans
He would only survive if he kept the fire going and he could hear thunder in the distance, English
Hij ging terug naar de video om te zien wat er was opgenomen en was geschokt door wat hij zag,Nederlands
De lucht is helder de sterren fonkelen,Nederlands
Wisdom is easily acquired when hiding under the bed with a saucepan on your head, English
I ate a sock because people on the Internet told me to, English
Hij leerde de belangrijke les dat een picknick op het strand op een winderige dag een slecht idee is,Nederlands
He was 100% into fasting with her until he understood that meant he couldn't eat, English
Het verraste hem dat de ruimte naar gebraden steak rook,Nederlands
8% of 25 is the same as 25% of 8 and one of them is much easier to do in your head, English
Het was de schaarste die zijn creativiteit voedde,Nederlands
Jy kan appels en lemoene nie vergelyk nie maar wat van piesangs en plantains,Afrikaans
One small action would change her life but whether it would be for better or for worse was yet to be determined, English
Hy het vir ons 'n baie opwindende avontuurverhaal vertel,Afrikaans
I met an interesting turtle while the song on the radio blasted away, English
Iemand die ik ken heeft recentelijk esdoornsiroop en met boter besmeerde popcorn gecombineerd in de hoop dat het zou smaken als karamellpopcorn. Dat deed het niet en ze raden niemand aan het ook te doen,Nederlands
If my calculator had a history it would be more embarrassing than my browser history, English
Ek het gekontroleer om seker te maak dat hy steeds lewendig was,Afrikaans
Ze adviseerde hem om onmiddellijk terug te komen,Nederlands
The fox in the tophat whispered into the ear of the rabbit, English
Stop met wachten op uitzonderlijke dingen die zomaar gebeuren,Nederlands
They ran around the corner to find that they had traveled back in time, English
Sy kon hom in die stort hoor sing met 'n vreugde wat sy gehoop het hy sou behou nadat sy die nuus gelewer het,Afrikaans
Doris enjoyed tapping her nails on the table to annoy everyone, English
Peanut butter and jelly caused the elderly lady to think about her past, English
De golven sloegen op de kust het was een prachtig gezicht,Nederlands
Dit was hoe hy $1 miljoen gewen het,Afrikaans
She found his complete dullness interesting, English
Sy sê sy het die vermoë om die klankbaan van jou lewe te hoor,Afrikaans
Ik denk dat ik de rode auto zal kopen of de blauwe zal leasen,Nederlands
De schoonheid van de Afrikaanse zonsondergang verstopte het gevaar dat zich in de buurt verschool,Nederlands
Hy het in 'n asblik met hoë straat klas gesit,Afrikaans
The light in his life was actually a fire burning all around him, English
Rooi is beslis groener as pers,Afrikaans
Please tell me you don't work in a morgue, English
Sy het haar sakdoekjies netjies gevou,Afrikaans
Op dat moment luisterde hij niet naar muziek hij leefde een ervaring,Nederlands
Moet nie grondboontjiebotter op die hond se neus sit nie,Afrikaans
The gruff old man sat in the back of the bait shop grumbling to himself as he scooped out a handful of worms, English
Chocolate covered crickets were his favorite snack, English
Hij was zo bezig met de vraag of hij het kon dat hij niet stilstond om te overwegen of hij het ook moest doen,Nederlands
As ek nie van iets hou nie sal ek daar wegbly,Afrikaans
As jy van tuna en tamatiesous hou probeer om die twee te kombineer Dit is regtig nie so sleg soos dit klink nie,Afrikaans
Ze werkt twee banen om rond te komen dat was tenminste haar reden om geen tijd te hebben om met ons mee te doen,Nederlands
Random words in front of other random words create a random sentence, English
So lank en dankie vir die vis,Afrikaans
Liefde is niet zoals pizza,Nederlands
Agter die venster was 'n weerkaatsing wat net vrees ingeplant het,Afrikaans
Your girlfriend bought your favorite cookie crisp cereal but forgot to get milk, English
Piss niet in mijn tuin en vertel me niet dat je probeert mijn planten te laten groeien,Nederlands
Terwijl hij wachtte tot de douche opwarmde merkte hij dat hij de temperatuurverandering van het water kon horen,Nederlands
The wake behind the boat told of the past while the open sea foretold life in the unknown future, English
Joyce enjoyed eating pancakes with ketchup, English
Die skutter sê totsiens vir sy liefde,Afrikaans
Soms hoef je alleen maar helemaal een idioot van jezelf te maken en het van je af te lachen om te beseffen dat het leven toch niet zo slecht is,Nederlands
Sy kan haar lewe lewe hoe sy wil solank sy na wat ek te sê het luister,Afrikaans
Alles wat je hoeft te doen is de pen oppakken en beginnen,Nederlands
Er waren witte omstandigheden in de stad vervolgens waren de wegen onbegaanbaar,Nederlands
Ons was nog nooit in Asië nie en het ook nie Afrika besoek nie,Afrikaans
Terwyl jy al die moontlike maniere oorweeg om jouself en die wêreld te verbeter merk jy op dat John Travolta blykbaar nogal ongelukkig lyk,Afrikaans
Mary speel die klavier,Afrikaans
Ik zag mijn eekhoorn door mijn sporttas rommelen,Nederlands
Als een agent je vraagt waar je was zeg dan gewoon dat je Kansas bezocht,Nederlands
De snelle bruine vos springt over de luie hond,Nederlands
De oude appel koestert zijn autoriteit,Nederlands
Niemand houdt van een varken met lippenstift,Nederlands
Katte is goeie troeteldiere want hulle is skoon en is nie luidrugtig nie,Afrikaans
The random sentence generator generated a random sentence about a random sentence, English
Seek success but always be prepared for random cats, English
She had a habit of taking showers in lemonade, English
I purchased a baby clown from the Russian terrorist black market, English
Her life in the confines of the house became her new normal, English
Sy het groen lipstiek gedra soos 'n mode-ikoon,Afrikaans
We hebben veel regen in juni,Nederlands
Potato wedges probably are not best for relationships, English
Ze vouwde haar zakdoek netjes op,Nederlands
Even with the snow falling outside she felt it appropriate to wear her bikini, English
Hij negeerde de waarschuwing en het bleek verrassend goed te gaan,Nederlands
Daar was wit-uit toestande in die dorp gevolglik was die paaie onbegaanbaar,Afrikaans
Hulle het haar naam tyd en tyd weer geroep maar is met niks behalwe stilte begroet,Afrikaans
Ek het 'n sok geëet omdat mense op die Internet my gesê het om dit te doen,Afrikaans
When I cook spaghetti I like to boil it a few minutes past al dente so the noodles are super slippery, English
Hij haatte dat hij hield van wat zij haatte aan haat,Nederlands
Die oomblik toe sy geland het het sy die rede verstaan waarom dit 'n vlieg-oor staat was,Afrikaans
Zijn zeven-laags taart had slechts zes lagen,Nederlands
De varkens waren beledigd dat ze hamburgers werden genoemd,Nederlands
Er zat kolen in zijn kerstkous en hij was opgetogen,Nederlands
Ze vond zijn volledige saaiheid interessant,Nederlands
Één kleine actie zou haar leven veranderen maar of het beter of slechter zou worden moest nog worden bepaald,Nederlands
Die horlosie binne hierdie blog en die horlosie op my laptop is 1 uur van mekaar verskillend,Afrikaans
Tom kreeg een klein stuk taart,Nederlands
Ek sien dikwels die tyd 11:11 of 12:34 op horlosies,Afrikaans
Moet nie in my tuin piss en vir my sê jy probeer om my plante te laat groei nie,Afrikaans
Zijn zelfvertrouwen zou bewonderenswaardig zijn geweest als het niet om zijn domheid ging,Nederlands
De vis luisterde aandachtig naar wat de kikkers te zeggen hadden,Nederlands
They wandered into a strange Tiki bar on the edge of the small beach town, English
Je hebt me de hele dag aangekeken en wachtte op je kans als een leeuw die een gazelle op de savanne besluipt,Nederlands
Daar is 'n kuns om jou sin te kry en om olyfpitte oor die tafel te spat is dit,Afrikaans
Ik zou liever een vogel dan een vis zijn,Nederlands
Her hair was windswept as she rode in the black convertible, English
Hij leverde het onderzoeksrapport in op vrijdag anders zou hij de les niet gehaald hebben,Nederlands
Ik tel mijn calorieën maar ik wil echt een dessert,Nederlands
De zon was ondergegaan en zo waren zijn dromen,Nederlands
Ek is nooit tuis op Sondae nie,Afrikaans
She says she has the ability to hear the soundtrack of your life, English
Hij vond het einde van de regenboog en was verrast over wat hij daar vond,Nederlands
Hy het gesê hy was nie daar gister nie maar baie mense het hom daar gesien,Afrikaans
Winkelsentrums is wonderlike plekke om te koop ek kan alles wat ek nodig het onder een dak vind,Afrikaans
Het komt niet vaak voor dat je een doorweekte banaan op straat vindt,Nederlands
Sy werk twee werke om die eindes te ontmoet ten minste was dit haar rede vir nie tyd om by ons aan te sluit nie,Afrikaans
They were excited to see their first sloth, English
The irony of the situation wasn't lost on anyone in the room, English
Abstraksie is dikwels een vloer bo jou,Afrikaans
They throw cabbage that turns your brain into emotional baggage, English
Die geleentheid van 'n leeftyd het voor hom verby gegaan terwyl hy probeer het om tussen 'n koevert of 'n koppie te besluit,Afrikaans
