text,language
Haar lewe binne die grense van die huis het haar nuwe normaal geword,Afrikaans
Ze waren opgewonden om hun eerste luiaard te zien,Nederlands
Slaan my met jou troeteldier haai,Afrikaans
8% van 25 is hetzelfde als 25% van 8 en een van hen is veel gemakkelijker in je hoofd te doen,Nederlands
Hij is goed in het eten van augurken en het vertellen van vrouwen over zijn emotionele problemen,Nederlands
Je hebt elke reden om boos te zijn maar dat geeft je niet het recht om gemeen te zijn,Nederlands
I was fishing for compliments and accidentally caught a trout, English
Gary het nie verstaan waarom Doug boontoe gegaan het om een dollar note te kry toe hy hom uitgenooi het om koeie om te klop nie,Afrikaans
Die twee het af die gleufkloof gestap onbewus van die geluid van donder in die afstand,Afrikaans
I never knew what hardship looked like until it started raining bowling balls, English
Everyone was curious about the large white blimp that appeared overnight, English
Ek was baie trots op my bynaam deur middel van hoërskool maar vandag kan ek nie meer anders as wat my bynaam was nie,Afrikaans
Soms hoef je alleen maar helemaal een idioot van jezelf te maken en het van je af te lachen om te beseffen dat het leven toch niet zo slecht is,Nederlands
Het geheime ingrediënt voor zijn geweldige leven was misdaad,Nederlands
The hummingbird's wings blurred while it eagerly sipped the sugar water from the feeder, English
Giving directions that the mountains are to the west only works when you can see them, English
Soms is dit beter om net weg te stap van dinge en later weer terug te kom wanneer jy in 'n beter bui is,Afrikaans
Hij had besloten zijn lot van het accepteren van zijn lot te accepteren,Nederlands
Wees versigtig met daardie bottermes,Afrikaans
Hoewel het geen pot goud was was Nancy nog steeds gefascineerd door wat ze aan het einde van de regenboog had gevonden,Nederlands
Die groen tee en avokado smoothie het presies uitgekom soos wat verwag is,Afrikaans
The near-death experience brought new ideas to light, English
Je vriendin kocht je favoriete cookie crisp ontbijtgranen maar vergat melk te halen,Nederlands
Die eksterne littekens vertel slegs 'n deel van die verhaal,Afrikaans
Today arrived with a crash of my car through the garage door, English
Hy het sy hare groen gekleur om sy iguana te ondersteun,Afrikaans
Dit was altyd gevaarlik om met hom te ry aangesien hy daarop aangedring het dat die veiligheid-konne 'n slalombaan was,Afrikaans
Het is moeilijk te begrijpen welke inspanningen hij zou doen om klein te blijven,Nederlands
Het moet ergens vijf uur zijn,Nederlands
The Guinea fowl flies through the air with all the grace of a turtle, English
As hy geweet het wat gaan gebeur het hy nooit in die stort gestap nie,Afrikaans
Je bijt omhoog vanwege je onderkaak,Nederlands
Hij zwoer dat hij net zijn sushi zag bewegen,Nederlands
Doris genoot ervan om met haar nagels op de tafel te tikken om iedereen te ergeren,Nederlands
Sy het hom aanbeveel om dadelik terug te kom,Afrikaans
De vos in de hoge hoed fluisterde in het oor van de konijn,Nederlands
Er zat kolen in zijn kerstkous en hij was opgetogen,Nederlands
Ze spreekt altijd in een luide stem tegen hem,Nederlands
Laat me je helpen met je bagage,Nederlands
Daar kan nooit te veel kersies op 'n roomys-sondag wees nie,Afrikaans
He decided water-skiing on a frozen lake wasn’t a good idea, English
25 jaar later het sy steeds daardie spesifieke oomblik betreur,Afrikaans
Dan het die wolke soos kondensmelk geëet,Afrikaans
At that moment he wasn't listening to music he was living an experience, English
Hij was niet bitter omdat ze verder was gegaan maar vanwege de radijs,Nederlands
Kiezen om niets te doen is tenslotte ook een keuze,Nederlands
Lightning Paradise was the local hangout joint where the group usually ended up spending the night, English
"People keep telling me ""orange"" but I still prefer ""pink""", English
8% van 25 is dieselfde as 25% van 8 en een van hulle is baie makliker om in jou kop te doen,Afrikaans
Ze vond zijn volledige saaiheid interessant,Nederlands
In het aangezicht van zijn grootste angst at hij zijn eerste marshmallow,Nederlands
"Jason het sy lewe volgens die motto ""Enige iets wat die moeite werd is is die moeite werd om sleg te doen"" geleef",Afrikaans
The light in his life was actually a fire burning all around him, English
The rusty nail stood erect angled at a 45-degree angle just waiting for the perfect barefoot to come along, English
Drie jaar later was die kis steeds vol Jello,Afrikaans
Hy het in 'n asblik met hoë straat klas gesit,Afrikaans
It took him a month to finish the meal, English
There are no heroes in a punk rock band, English
De vader overleed tijdens de bevalling,Nederlands
Mijn moeder probeert cool te zijn door te zeggen dat ze alle dingen leuk vindt die ik leuk vind,Nederlands
25 years later she still regretted that specific moment, English
Ze kon hem in de douche horen zingen met een vreugde waarvan ze hoopte dat hij die zou behouden nadat ze het nieuws had gebracht,Nederlands
Opwinding verving angst tot het laatste moment,Nederlands
Hij kleurde de diepe ruimte een zachte gele kleur,Nederlands
Hij tastte in het donker op zoek naar de lichtschakelaar maar toen hij die eindelijk vond was er iemand anders al daar,Nederlands
Erin het per ongeluk 'n nuwe heelal geskep,Afrikaans
Er was geen ijs in de vriezer en ze hadden ook geen geld om naar de winkel te gaan,Nederlands
Kunst hoeft niet opzettelijk te zijn,Nederlands
Het duurde een maand om de maaltijd te beëindigen,Nederlands
Hij investeerde wat vaardigheidspunten in Charisma en Kracht,Nederlands
Ze begreep eindelijk dat rouw haar liefde was zonder plaats om naartoe te gaan,Nederlands
He decided to live his life by the big beats manifesto, English
He was sitting in a trash can with high street class, English
Terwyl die asteroïde teen die aarde toegesnel het was Becky ontsteld dat haar tandartsafspraak gekanselleer is,Afrikaans
Die toer bus was vol met tienermeisies wat op pad was na hulle volgende avontuur,Afrikaans
Die vyftig mannequins koppe wat in die swembad dryf het hulle bietjie gekielie,Afrikaans
Die moord hornet was teleurgesteld oor die vooraf opgestelde idees wat mense van hom gehad het,Afrikaans
Soms staar ik naar een deur of een muur en vraag ik me af wat deze realiteit is waarom leef ik en waar gaat dit allemaal over,Nederlands
Andy het daarvan gehou om op 'n bed van naels te slaap,Afrikaans
His ultimate dream fantasy consisted of being content and sleeping eight hours in a row, English
Sy was te kort om oor die heining te sien,Afrikaans
Ze was verbaasd over de grote ijsschotsen die op het strand aanspoelden,Nederlands
The secret ingredient to his wonderful life was crime, English
The green tea and avocado smoothie turned out exactly as would be expected, English
Dan at de wolken als suikerspin,Nederlands
De plannen voor dit weekend omvatten het omzetten van wijn in water,Nederlands
Sla me met je huisdierhaai,Nederlands
The secret code they created made no sense even to them, English
Always bring cinnamon buns on a deep-sea diving expedition, English
Alles wat ze konden zien was het blauwe water rondom hun zeilboot,Nederlands
"David volg die ""prop jou tent in die sak"" strategie eerder as om dit netjies te vou",Afrikaans
Toen ik klein was heeft een autodeur op mijn hand geklapt en ik herinner me het nog behoorlijk levendig,Nederlands
We moeten met Legos spelen op kamp,Nederlands
Ze adviseerde hem om onmiddellijk terug te komen,Nederlands
She always had an interesting perspective on why the world must be flat, English
Hy het die chirurgiese masker in die openbaar gedra nie om 'n virus te voorkom nie maar om mense weg te hou,Afrikaans
It was a slippery slope and he was willing to slide all the way to the deepest depths, English
Piss niet in mijn tuin en vertel me niet dat je probeert mijn planten te laten groeien,Nederlands
Smokey de Beer startte stiekem de branden,Nederlands
Die olifant het nie oor die persoon in die kamer wou praat nie,Afrikaans
Each person who knows you has a different perception of who you are, English
Twee stoelen waren vacant,Nederlands
Dit was die tekort wat sy kreatiwiteit aangewakker het,Afrikaans
Almal was besig so het ek alleen na die fliek gegaan,Afrikaans
Doris enjoyed tapping her nails on the table to annoy everyone, English
Pat ordered a ghost pepper pie, English
Hij was goed in het vriendelijk ontslaan van mensen,Nederlands
Als een agent je vraagt waar je was zeg dan gewoon dat je Kansas bezocht,Nederlands
Die kolibrie se vlerke het geskommel terwyl dit gulsig die suikerwater uit die voerder gedrink het,Afrikaans
She saw no irony asking me to change but wanting me to accept her for who she is, English
Everybody should read Chaucer to improve their everyday vocabulary, English
De Japanse yen voor handel is nog steeds goed bekend,Nederlands
Rood is zeker groener dan paars,Nederlands
Die Japanse yen vir handel is steeds bekend,Afrikaans
Ik was heel trots op mijn bijnaam tijdens de middelbare school maar vandaag zou ik niet verder van mijn bijnaam kunnen afwijken,Nederlands
De tsunami-golf kraakte tegen de verhoogde huizen en brak de palen alsof ze tandenstokers waren,Nederlands
Hulle het in 'n vreemde Tiki kroeg aan die rand van die klein strand dorpie dwaal,Afrikaans
The fish listened intently to what the frogs had to say, English
Hij goot stenen in de kerker van zijn geest,Nederlands
Hij blafte bevelen naar zijn dochters maar zij staarden hem alleen met amusement aan,Nederlands
Hy het gewag vir die stop teken om in 'n gaan teken te verander,Afrikaans
Die liggaamspiering het nie presies gegaan soos wat hy verwag het nie,Afrikaans
Vlieënde visse het verby die ruimtestasie gevlieg,Afrikaans
Het geheugen dat we vroeger deelden is niet meer coherent,Nederlands
Uiteindelijk realiseerde hij zich dat hij geluid kon zien en woorden kon horen,Nederlands
Sy was die soort meisie wat in 'n pienk huis wou woon,Afrikaans
He decided to fake his disappearance to avoid jail, English
Aartappel-wedges is waarskynlik nie die beste vir verhoudings nie,Afrikaans
A dead duck doesn't fly backward, English
Wees voorzichtig met dat botermes,Nederlands
De blauwe papegaai reed langs de lifthavende mongoose,Nederlands
He knew it was going to be a bad day when he saw mountain lions roaming the streets, English
'n Pers vark en 'n groen esel het 'n vlieër in die middel van die nag gevlieg en het sonbrand gekry,Afrikaans
He wasn't bitter that she had moved on but from the radish, English
The sudden rainstorm washed crocodiles into the ocean, English
Ze werkt twee banen om rond te komen dat was tenminste haar reden om geen tijd te hebben om met ons mee te doen,Nederlands
Wacht alsjeblieft buiten het huis,Nederlands
In dat ene moment veranderde alles,Nederlands
Karen realized the only way she was getting into heaven was to cheat, English
Dit was hoe hy $1 miljoen gewen het,Afrikaans
Hij had een vaag gevoel dat bomen dinosaurussen voortbrachten,Nederlands
The clouds formed beautiful animals in the sky that eventually created a tornado to wreak havoc, English
Sy kan haar lewe lewe hoe sy wil solank sy na wat ek te sê het luister,Afrikaans
Edith could decide if she should paint her teeth or brush her nails, English
Mary speel die klavier,Afrikaans
Het werd aanbevolen om eieren op donderdag te eten voor koorrepetitie,Nederlands
I used to live in my neighbor's fishpond but the aesthetic wasn't to my taste, English
Die beste limoen tert is steeds ter bespreking,Afrikaans
He found a leprechaun in his walnut shell, English
While all her friends were positive that Mary had a sixth sense she knew she actually had a seventh sense, English
He realized there had been several deaths on this road but his concern rose when he saw the exact number, English
Watching the geriatric men’s softball team brought back memories of 3 yr olds playing t-ball, English
Die speelding het goeie herinneringe aan die gevoel om in die reënwoud verlore te wees,Afrikaans
Niks het uit plek gelyk behalwe die wasmasjien in die kroeg,Afrikaans
Het komt niet vaak voor dat je een doorweekte banaan op straat vindt,Nederlands
He didn't heed the warning and it had turned out surprisingly well, English
The fifty mannequin heads floating in the pool kind of freaked them out, English
"Jason leefde zijn leven volgens de motto ""Alles wat de moeite waard is is de moeite waard om slecht te doen""",Nederlands
She wanted to be rescued but only if it was Tuesday and raining, English
The door swung open to reveal pink giraffes and red elephants, English
Hy het uiteindelik sy vingers verbrand deur iemand anders se vuur te prik,Afrikaans
The fog was so dense even a laser decided it wasn't worth the effort, English
Italië is mijn favoriete land in feite ben ik van plan om er volgend jaar twee weken door te brengen,Nederlands
There aren't enough towels in the world to stop the sewage flowing from his mouth, English
Nie alle mense wat rondloop is verlore nie,Afrikaans
Sy het vir hom 'n lang brief geskryf maar hy het dit nie gelees nie,Afrikaans
David het trots geslaag aan die hoërskool aan die bo van sy klas op 97-jarige ouderdom,Afrikaans
They improved dramatically once the lead singer left, English
Die lirieke van die lied het geklink soos naels op 'n bord,Afrikaans
Een liedje kan iemands dag maken of verpesten als ze het laten binnenkomen,Nederlands
Jy het die hele dag na my gekyk en gewag vir jou beweging soos 'n leeu wat 'n gazelle in die savanne stalk,Afrikaans
Their argument could be heard across the parking lot, English
Je kunt geen appels en sinaasappels vergelijken maar wat dacht je van bananen en plantains,Nederlands
She let the balloon float up into the air with her hopes and dreams, English
Hy het besluit om sy verdwyning te vermy om tronkstraf te vermy,Afrikaans
Een fonkelende edelsteen is niet genoeg,Nederlands
The best key lime pie is still up for debate, English
Alles wat ze wilde was het antwoord maar ze had geen idee hoeveel ze het zou haten,Nederlands
Cursive writing is the best way to build a race track, English
"David subscribes to the ""stuff your tent into the bag"" strategy over nicely folding it", English
Die rivier het die gode gesteel,Afrikaans
Hij raakte door zijn geld heen dus moest hij stoppen met pokeren,Nederlands
It was obvious she was hot sweaty and tired, English
Hij besloot dat waterskiën op een bevroren meer geen goed idee was,Nederlands
The external scars tell only part of the story, English
De geheime code die ze creëerden maakte geen enkele zin zelfs niet voor hen,Nederlands
Dit was 'n regtig goeie Maandag om 'n Saterdag te wees,Afrikaans
The random sentence generator generated a random sentence about a random sentence, English
If any cop asks you where you were just say you were visiting Kansas, English
It's much more difficult to play tennis with a bowling ball than it is to bowl with a tennis ball, English
Om niks te kies nie is steeds 'n keuse,Afrikaans
Het blijkt dat je al die spullen die je dacht nodig te hebben niet nodig hebt,Nederlands
He set out for a short walk but now all he could see were mangroves and water were for miles, English
Sy het sy algehele eentonigheid interessant gevind,Afrikaans
Achter het raam was een reflectie die alleen angst inboezemde,Nederlands
Ze kwamen er vroeg aan en kregen echt goede zitplaatsen,Nederlands
Most shark attacks occur about 10 feet from the beach since that's where the people are, English
Hij vond het leuk om met woorden in de badkuip te spelen,Nederlands
Die lig in sy lewe was eintlik 'n vuur wat rondom hom gebrand het,Afrikaans
Willekeurige woorden voor andere willekeurige woorden creëren een willekeurige zin,Nederlands
Ek werk op 'n soet aartappel-plaas,Afrikaans
Pindas groei nie op bome nie maar cashews doen,Afrikaans
The tour bus was packed with teenage girls heading toward their next adventure, English
Jy het elke reg om kwaad te wees maar dit gee jou nie die reg om gemeen te wees nie,Afrikaans
Ek wil meer gedetailleerde inligting hê,Afrikaans
Ik ben een levende oven,Nederlands
Een paarse varken en een groene ezel vlogen met een vlieger midden in de nacht en eindigden met een zonnebrand,Nederlands
Ze wilde een huisdier platypus maar kreeg in plaats daarvan een eend en een fret,Nederlands
Hij begreep niet waarom de vogel de fiets wilde rijden,Nederlands
The best part of marriage is animal crackers with peanut butter, English
Hij had onbewust slaapwandelen als nachtelijk tijdverdrijf aangenomen,Nederlands
Hulle gooi kool wat jou brein in emosionele bagasie verander,Afrikaans
Drie jaar later zat de doodskist nog steeds vol met Jello,Nederlands
"David volgt de strategie ""stop je tent in de tas"" in plaats van het netjes op te vouwen",Nederlands
Ze zeggen dat honden de beste vriend van de mens zijn maar deze kat was vastbesloten die theorie te saboteren,Nederlands
Die ingewikkelde skool huiswerk het die ouers wat probeer het om hulle kinders te help heeltemal verwar,Afrikaans
He liked to play with words in the bathtub, English
Die Tsunami golf het teen die opgetilde huise gebots en die pilare gebroke soos tandestokkies,Afrikaans
De groep begreep snel dat gevaarlijk afval de meest effectieve barrière was om tegen de zombies te gebruiken,Nederlands
Nancy was trots dat ze een strak schipwrak leidde,Nederlands
Strawberries must be the one food that doesn't go well with this brand of paint, English
Sy denkproses was op soveel vlakke dat hy vir homself 'n fobie vir hoogtes gegee het,Afrikaans
Die geheimsinnige dagboek neem die stem op,Afrikaans
Die dik loof en verstrengelde ranke het die stap naby aan onmoontlik gemaak,Afrikaans
Hy het 'n paar vaardigheidspunte in Charisma en Sterkte belê,Afrikaans
Hy het hitte op die wond geplaas om te sien wat sou groei,Afrikaans
Toe hy uit die venster kyk het hy 'n clown gesien verbyloop,Afrikaans
The paintbrush was angry at the color the artist chose to use, English
Wanneer het geld krap was haalde hij zijn lunchgeld uit de lokale wensput,Nederlands
Baby wipes are made of chocolate stardust, English
It was always dangerous to drive with him since he insisted the safety cones were a slalom course, English
Hy streef daarna om die beste grasperk in die buurt te hou,Afrikaans
Ze had altijd een interessante kijk op waarom de wereld plat moest zijn,Nederlands
De pas geplante bomen werden ondersteund door houten frames in de hoop dat ze de volgende storm zouden overleven,Nederlands
Sy wou 'n troeteldier platypus hê maar het uiteindelik 'n eend en 'n fret gekry,Afrikaans
Die dringende sorg sentrum was oorstroom met pasiënte nadat die nuus van 'n nuwe dodelike virus bekend gemaak is,Afrikaans
Je bent niet zeker of je hem kunt vertrouwen maar bent heel dankbaar dat je een coltrui droeg,Nederlands
His seven-layer cake only had six layers, English
Dinsdae is gratis as jy 'n gnoom kostuum bring,Afrikaans
The efficiency we have at removing trash has made creating trash more acceptable, English
Waffles are always better without fire ants and fleas, English
He hated that he loved what she hated about hate, English
Geen haar hebben maakte hem nog hariger,Nederlands
Just because the water is red doesn't mean you can't drink it, English
The group quickly understood that toxic waste was the most effective barrier to use against the zombies, English
Hang on my kittens are scratching at the bathtub and they'll upset by the lack of biscuits, English
He figured a few sticks of dynamite were easier than a fishing pole to catch fish, English
Ek is 'n goeie luisteraar regtig goed met empatie teenoor simpatie en alles maar ek haat mense,Afrikaans
Die vos in die hoed het in die oor van die haas gefluister,Afrikaans
As my sakrekenaar 'n geskiedenis gehad het sou dit meer peinlik gewees het as my blaaier geskiedenis,Afrikaans
Daar was geen manier om te sê wat gedagtes uit die masjien sou kom nie,Afrikaans
There was coal in his stocking and he was thrilled, English
Sy het dit moeilik gevind om haar eie gekke self te erken,Afrikaans
The tears of a clown make my lipstick run but my shower cap is still intact, English
Hij keek één keer naar wat er onder de tafel was en rende er meteen vandaan,Nederlands
The Japanese yen for commerce is still well-known, English
Three years later the coffin was still full of Jello, English
Situps are a terrible way to end your day, English
Sy het nie die toets gesny want dit was nie die regte ding om te doen nie,Afrikaans
Die vis het aandagtig geluister na wat die paddas te sê gehad het,Afrikaans
Het klinkt niet alsof dat ooit op mijn reislijst zal staan,Nederlands
Traveling became almost extinct during the pandemic, English
He had decided to accept his fate of accepting his fate, English
Hij had een verborgen voorraad onder de vloerdelen in de achterkamer van het huis,Nederlands
After fighting off the alligator Brian still had to face the anaconda, English
Ek sien dikwels die tyd 11:11 of 12:34 op horlosies,Afrikaans
The beach was crowded with snow leopards, English
Dit is baie moeiliker om tennis te speel met 'n bowling bal as om te bol met 'n tennis bal,Afrikaans
Hij was op het punt gekomen waarop hij paranoïde was over paranoïa,Nederlands
Dit het donker geword en ons was nog nie daar nie,Afrikaans
Hij leerde de belangrijke les dat een picknick op het strand op een winderige dag een slecht idee is,Nederlands
Hij had per ongeluk het server van zijn bedrijf gehackt,Nederlands
Ze kon niet beslissen of het glas half leeg of half vol was dus dronk ze het op,Nederlands
Ik werk op een zoete aardappelboerderij,Nederlands
When nobody is around the trees gossip about the people who have walked under them, English
I caught my squirrel rustling through my gym bag, English
Ze voelde die rilling die de haren op je nek doet rechtstaan toen hij de kamer binnenkwam,Nederlands
My Ma probeer om cool te wees deur te sê dat sy al dieselfde dinge hou as ek,Afrikaans
My uncle's favorite pastime was building cars out of noodles, English
Sy het uiteindelik verstaan dat rou haar liefde was met geen plek om te gaan nie,Afrikaans
It was difficult for Mary to admit that most of her workout consisted of exercising poor judgment, English
We zijn nooit in Azië geweest en we hebben ook Afrika niet bezocht,Nederlands
Het mysterieuze dagboek registreert de stem,Nederlands
Die handreiniger was eintlik duidelike gom,Afrikaans
Although it wasn't a pot of gold Nancy was still enthralled at what she found at the end of the rainbow, English
Random words in front of other random words create a random sentence, English
Die waarheid is dat jy vir jou lewenstyl in ure betaal,Afrikaans
He was an introvert that extroverts seemed to love, English
She moved forward only because she trusted that the ending she now was going through must be followed by a new beginning, English
Ek is nooit tuis op Sondae nie,Afrikaans
Poison Ivy groeide door het hek dat ondoordringbaar werd genoemd,Nederlands
De toerbus zat vol met tienermeisjes op weg naar hun volgende avontuur,Nederlands
Sy het die boek baie jare gelede van hom geleen en het dit nog nie teruggebring nie,Afrikaans
Knoflookijs was haar favoriet,Nederlands
Hij keek achter de deur en vond niet leuk wat hij zag,Nederlands
Hy het geld opgeraak so hy moes ophou om poker te speel,Afrikaans
The gloves protect my feet from excess work, English
De oude appel koestert zijn autoriteit,Nederlands
Sy verf net met bold kleure sy hou nie van pastelle nie,Afrikaans
Die meer is 'n lang pad van hier,Afrikaans
Ik tel mijn calorieën maar ik wil echt een dessert,Nederlands
Er zijn dagen geweest dat ik wenste gescheiden te zijn van mijn lichaam maar vandaag was niet een van die dagen,Nederlands
Aardappelpartjes zijn waarschijnlijk niet het beste voor relaties,Nederlands
Het licht in zijn leven was eigenlijk een vuur dat om hem heen brandde,Nederlands
She couldn't understand why nobody else could see that the sky is full of cotton candy, English
I liked their first two albums but changed my mind after that charity gig, English
Haar haar woei in de wind terwijl ze in de zwarte cabrio reed,Nederlands
Iedereen was bezig dus ging ik alleen naar de film,Nederlands
Vleeskleurige yogabroeken waren veel erger dan hij ooit vreesde,Nederlands
Hy het 'n varkburger van beesvleis gemaak,Afrikaans
He would only survive if he kept the fire going and he could hear thunder in the distance, English
Hij leverde het onderzoeksrapport in op vrijdag anders zou hij de les niet gehaald hebben,Nederlands
Ek het 'n sok geëet omdat mense op die Internet my gesê het om dit te doen,Afrikaans
Die varke was geërger dat hulle hamburgers genoem is,Afrikaans
Please put on these earmuffs because I can't you hear, English
Drie generaties met zes decennia levenservaring,Nederlands
The wake behind the boat told of the past while the open sea foretold life in the unknown future, English
Hij zat in een vuilnisbak met klasse van de high street,Nederlands
Nou moet ek oor my bestaan nadink en myself vra of ek werklik reg is,Afrikaans
Kuns hoef nie bedoel te wees nie,Afrikaans
