text,language
Verlede Vrydag het ek 'n gemerkte gestreepte blou wurm gesien wat hande met 'n potlood-lizard geskud het,Afrikaans
We hebben veel regen in juni,Nederlands
Als je van tonijn en tomatensaus houdt probeer dan de twee te combineren. Het is echt niet zo slecht als het klinkt,Nederlands
Er waren witte omstandigheden in de stad vervolgens waren de wegen onbegaanbaar,Nederlands
Iemand die ik ken heeft recentelijk esdoornsiroop en met boter besmeerde popcorn gecombineerd in de hoop dat het zou smaken als karamellpopcorn. Dat deed het niet en ze raden niemand aan het ook te doen,Nederlands
Hij zei dat hij er gisteren niet was maar veel mensen zagen hem daar,Nederlands
He decided to live his life by the big beats manifesto, English
'n Glinsterende edelsteen is nie genoeg nie,Afrikaans
Ek is nooit tuis op Sondae nie,Afrikaans
She finally understood that grief was her love with no place for it to go, English
Flesh-colored yoga pants were far worse than even he feared, English
He was sitting in a trash can with high street class, English
His seven-layer cake only had six layers, English
In that instant everything changed, English
Ik wil een onesie kopen maar weet dat het me niet zal staan,Nederlands
Hij raakte door zijn geld heen dus moest hij stoppen met pokeren,Nederlands
Ik ben blij om je donatie te accepteren elk bedrag wordt zeer gewaardeerd,Nederlands
The beauty of the African sunset disguised the danger lurking nearby, English
The body piercing didn't go exactly as he expected, English
Die geheimsinnige dagboek neem die stem op,Afrikaans
Ses-en-sestig kom vra vir brood,Afrikaans
Dit is een Japanse pop,Nederlands
Ik heb momenteel 4 vensters open en ik weet niet waarom,Nederlands
Mary speel die klavier,Afrikaans
Daar was geen roomys in die vrieskas nie en hulle het ook nie geld gehad om na die winkel te gaan nie,Afrikaans
Dit is de laatste willekeurige zin die ik zal schrijven en ik ga halverwege stoppen,Nederlands
She says she has the ability to hear the soundtrack of your life, English
Hy het gesê hy was nie daar gister nie maar baie mense het hom daar gesien,Afrikaans
Ek was baie trots op my bynaam deur middel van hoërskool maar vandag kan ek nie meer anders as wat my bynaam was nie,Afrikaans
You're unsure whether or not to trust him but very thankful that you wore a turtle neck, English
So long and thanks for the fish, English
Zestig-Vier komt om brood vragen,Nederlands
The minute she landed she understood the reason this was a fly-over state, English
Die golwe het op die oewer geklap dit was 'n pragtige gesig,Afrikaans
De klok op deze blog en de klok op mijn laptop verschillen 1 uur van elkaar,Nederlands
Sy het hom aanbeveel om dadelik terug te kom,Afrikaans
She wore green lipstick like a fashion icon, English
Italië is mijn favoriete land in feite ben ik van plan om er volgend jaar twee weken door te brengen,Nederlands
Dit is die laaste ewekansige sin wat ek sal skryf en ek gaan stop mid-sin,Afrikaans
Twee sitplekke was leeg,Afrikaans
Ik wil echt naar mijn werk maar ik ben te ziek om te rijden,Nederlands
He took one look at what was under the table and noped the hell out of there, English
De golven sloegen op de kust het was een prachtig gezicht,Nederlands
Ik denk dat ik de rode auto zal kopen of de blauwe zal leasen,Nederlands
Ze heeft niet gespiekt op de test want dat was niet het juiste om te doen,Nederlands
Ek het tans 4 vensters oop en ek weet nie hoekom nie,Afrikaans
Iemand wat ek ken het onlangs Maple Syrup en gebotterde Popcorn gekombineer en gedink dit sou soos karamelpopcorn smaak Dit het nie en hulle beveel nie aan dat ander dit ook doen nie,Afrikaans
Als ik iets niet leuk vind blijf ik er weg van,Nederlands
Mijn moeder probeert cool te zijn door te zeggen dat ze alle dingen leuk vindt die ik leuk vind,Nederlands
Ze kwamen er vroeg aan en kregen echt goede zitplaatsen,Nederlands
He would only survive if he kept the fire going and he could hear thunder in the distance, English
It would have been a better night if the guys next to us weren't in the splash zone, English
The secret ingredient to his wonderful life was crime, English
Toe ek klein was het ek 'n motor deur op my hand geslaan en ek onthou dit steeds baie lewendig,Afrikaans
You've been eyeing me all day and waiting for your move like a lion stalking a gazelle in a savannah, English
Sy het die boek baie jare gelede van hom geleen en het dit nog nie teruggebring nie,Afrikaans
Ze deed haar best om hem te helpen,Nederlands
Die lug is duidelik die sterre twinkel,Afrikaans
Ze leende het boek van hem vele jaren geleden en heeft het nog niet teruggegeven,Nederlands
Ja ik denk dat het een goede omgeving is om Engels te leren,Nederlands
Never underestimate the willingness of the greedy to throw you under the bus, English
De rivier stal de goden,Nederlands
Winkelsentrums is wonderlike plekke om te koop ek kan alles wat ek nodig het onder een dak vind,Afrikaans
He hated that he loved what she hated about hate, English
Random words in front of other random words create a random sentence, English
25 years later she still regretted that specific moment, English
Soms is alles wat jy moet doen om jouself heeltemal belaglik te maak en dit af te lag om te besef dat die lewe regtig nie so sleg is nie,Afrikaans
Ze adviseerde hem om onmiddellijk terug te komen,Nederlands
'n Lied kan 'n mens se dag maak of bederf as hulle dit toelaat om hulle te beïnvloed,Afrikaans
The fox in the tophat whispered into the ear of the rabbit, English
There was coal in his stocking and he was thrilled, English
The fact that there's a stairway to heaven and a highway to hell explains life well, English
Om 'n lys van ewekansige sinne te skryf is moeiliker as wat ek aanvanklik gedink het,Afrikaans
Ze was te kort om over het hek te kijken,Nederlands
I caught my squirrel rustling through my gym bag, English
She saw no irony asking me to change but wanting me to accept her for who she is, English
It caught him off guard that space smelled of seared steak, English
Daar was wit-uit toestande in die dorp gevolglik was die paaie onbegaanbaar,Afrikaans
Ik houd van het eten van geroosterde kaas- en tonijnsandwiches,Nederlands
Mary speelt piano,Nederlands
He was 100% into fasting with her until he understood that meant he couldn't eat, English
Ek hoor dat Nancy baie mooi is,Afrikaans
At that moment she realized she had a sixth sense, English
Ek hou daarvan om geroosterde kaas en tuna toebroodjies te eet,Afrikaans
The truth is that you pay for your lifestyle in hours, English
Een lijst met willekeurige zinnen schrijven is moeilijker dan ik aanvankelijk dacht,Nederlands
Rockmusiek benader met hoë snelheid,Afrikaans
He learned the hardest lesson of his life and had the scars both physical and mental to prove it, English
It's not often you find a soggy banana on the street, English
As you consider all the possible ways to improve yourself and the world you notice John Travolta seems fairly unhappy, English
We moeten een kamer huren voor ons feest,Nederlands
He was willing to find the depths of the rabbit hole in order to be with her, English
De schutter neemt afscheid van zijn liefde,Nederlands
Nothing seemed out of place except the washing machine in the bar, English
Winkels zijn geweldige plekken om te shoppen ik kan alles vinden wat ik nodig heb onder één dak,Nederlands
Your girlfriend bought your favorite cookie crisp cereal but forgot to get milk, English
De lucht is helder de sterren fonkelen,Nederlands
Tom kreeg een klein stuk taart,Nederlands
Een paarse varken en een groene ezel vlogen met een vlieger midden in de nacht en eindigden met een zonnebrand,Nederlands
Ons moet 'n kamer huur vir ons partytjie,Afrikaans
The irony of the situation wasn't lost on anyone in the room, English
Toen ik klein was heeft een autodeur op mijn hand geklapt en ik herinner me het nog behoorlijk levendig,Nederlands
Ek tel my kalorieë maar ek wil regtig nagereg hê,Afrikaans
If any cop asks you where you were just say you were visiting Kansas, English
Sy het haar bes gedoen om hom te help,Afrikaans
He wondered why at 18 he was old enough to go to war but not old enough to buy cigarettes, English
Een liedje kan iemands dag maken of verpesten als ze het laten binnenkomen,Nederlands
Laat ons almal saam uniek wees totdat ons besef dat ons almal dieselfde is,Afrikaans
The crowd yells and screams for more memes, English
Sy werk twee werke om die eindes te ontmoet ten minste was dit haar rede vir nie tyd om by ons aan te sluit nie,Afrikaans
As he waited for the shower to warm he noticed that he could hear water change temperature, English
It was the scarcity that fueled his creativity, English
Ze schildert alleen met felle kleuren ze houdt niet van pastels,Nederlands
Abstractie is vaak een verdieping boven je,Nederlands
Tuesdays are free if you bring a gnome costume, English
Ik zie vaak de tijd 11:11 of 12:34 op klokken,Nederlands
Een fonkelende edelsteen is niet genoeg,Nederlands
Hulle het vroeg daar gekom en hulle het regtig goeie sitplekke gekry,Afrikaans
Each person who knows you has a different perception of who you are, English
Bekijk morgen weer ik zal zien of het boek is aangekomen,Nederlands
Ek dink ek gaan die rooi motor koop of ek gaan die blou een lease,Afrikaans
Everyone says they love nature until they realize how dangerous she can be, English
Sy verf net met bold kleure sy hou nie van pastelle nie,Afrikaans
Soms is dit beter om net weg te stap van dinge en later weer terug te kom wanneer jy in 'n beter bui is,Afrikaans
The light in his life was actually a fire burning all around him, English
It was a slippery slope and he was willing to slide all the way to the deepest depths, English
Het geheugen dat we vroeger deelden is niet meer coherent,Nederlands
Ja ek dink dit is 'n goeie omgewing om Engels te leer,Afrikaans
Iedereen was bezig dus ging ik alleen naar de film,Nederlands
Joe het die suikerkoekies gemaak Susan het hulle gedekoreer,Afrikaans
Hy het geld opgeraak so hy moes ophou om poker te speel,Afrikaans
They throw cabbage that turns your brain into emotional baggage, English
Het meer is een eindje hier vandaan,Nederlands
There can never be too many cherries on an ice cream sundae, English
Sy het nie die toets gesny want dit was nie die regte ding om te doen nie,Afrikaans
Dit is 'n Japannese pop,Afrikaans
His confidence would have been admirable if it wasn't for his stupidity, English
Hy het die navorsingspapier Vrydag ingedien anders sou hy die klas nie geslaag het nie,Afrikaans
Italië is my gunsteling land eintlik beplan ek om twee weke daar volgende jaar deur te bring,Afrikaans
Abstraksie is dikwels een vloer bo jou,Afrikaans
Ze vouwde haar zakdoek netjes op,Nederlands
Stap niet op het gebroken glas,Nederlands
Die horlosie binne hierdie blog en die horlosie op my laptop is 1 uur van mekaar verskillend,Afrikaans
Ik wil meer gedetailleerde informatie,Nederlands
It turns out you don't need all that stuff you insisted you did, English
Hij leverde het onderzoeksrapport in op vrijdag anders zou hij de les niet gehaald hebben,Nederlands
Die herinnering wat ons eens gedeel het is nie meer saamhangend nie,Afrikaans
As ek nie van iets hou nie sal ek daar wegbly,Afrikaans
'n Pers vark en 'n groen esel het 'n vlieër in die middel van die nag gevlieg en het sonbrand gekry,Afrikaans
My Ma probeer om cool te wees deur te sê dat sy al dieselfde dinge hou as ek,Afrikaans
Ik hoor dat Nancy erg mooi is,Nederlands
The efficiency we have at removing trash has made creating trash more acceptable, English
You realize you're not alone as you sit in your bedroom massaging your calves after a long day of playing tug-of-war with Grandpa Joe in the hospital, English
The fish listened intently to what the frogs had to say, English
Ik was heel trots op mijn bijnaam tijdens de middelbare school maar vandaag zou ik niet verder van mijn bijnaam kunnen afwijken,Nederlands
Ik controleerde om te zorgen dat hij nog leefde,Nederlands
Sy het haar sakdoekjies netjies gevou,Afrikaans
De vreemdeling leidt de maaltijd,Nederlands
Hy het vir ons 'n baie opwindende avontuurverhaal vertel,Afrikaans
Potato wedges probably are not best for relationships, English
