text,language
Die lig in sy lewe was eintlik 'n vuur wat rondom hom gebrand het,Afrikaans
Drie geslagte met ses dekades van lewenservaring,Afrikaans
Niks het uit plek gelyk behalwe die wasmasjien in die kroeg,Afrikaans
Hy het besluit om sy lewe te lei volgens die groot ritme manifesto,Afrikaans
Die geheime bestanddeel van sy wonderlike lewe was misdaad,Afrikaans
Hy het in 'n asblik met hoë straat klas gesit,Afrikaans
Die feit dat daar 'n trappe na die hemel en 'n snelweg na die hel is verduidelik die lewe goed,Afrikaans
Ek het 'n interessante skilpad ontmoet terwyl die liedjie op die radio hard gespeel het,Afrikaans
Op daardie oomblik het hy nie na musiek geluister nie hy het 'n ervaring geleef,Afrikaans
Dit het hom laat voel soos wat 'n ou styl rootbier float ruik,Afrikaans
In die einde het hy besef hy kon klank sien en woorde hoor,Afrikaans
Die vis het aandagtig geluister na wat die paddas te sê gehad het,Afrikaans
Hy het versigtig op die brug gestap wetende dat betowering aan die ander kant gewag het,Afrikaans
Hy het die moeilikste les van sy lewe geleer en het die littekens beide fisies en geestelik om dit te bewys,Afrikaans
Op daardie oomblik het sy besef sy het 'n sesde sintuig,Afrikaans
Hy het gewonder waarom hy op 18 oud genoeg was om oorlog toe te gaan maar nie oud genoeg om sigarette te koop nie,Afrikaans
Sy het geen ironie gesien om my te vra om te verander maar vir my te vra om haar te aanvaar vir wie sy is nie,Afrikaans
Die vos in die hoed het in die oor van die haas gefluister,Afrikaans
Daar kan nooit te veel kersies op 'n roomys-sondag wees nie,Afrikaans
Die oomblik toe sy geland het het sy die rede verstaan waarom dit 'n vlieg-oor staat was,Afrikaans
Ek wou jou net vertel ek kon die liefde wat jy vir jou kind het sien deur die manier waarop jy na haar kyk,Afrikaans
Almal sê hulle hou van die natuur totdat hulle besef hoe gevaarlik sy kan wees,Afrikaans
Hy was bereid om die dieptes van die haas se gat te vind om by haar te wees,Afrikaans
Sy het groen lipstiek gedra soos 'n mode-ikoon,Afrikaans
Moet nooit die bereidwilligheid van die hebsugige om jou onder die bus te gooi onderskat nie,Afrikaans
Sy het uiteindelik verstaan dat rou haar liefde was met geen plek om te gaan nie,Afrikaans
Elke persoon wat jou ken het 'n ander persepsie van wie jy is,Afrikaans
Die skoonheid van die Afrika sonondergang het die gevaar wat naby loer vermom,Afrikaans
Hulle het om die hoek gehardloop en ontdek dat hulle terug in die tyd gereis het,Afrikaans
25 jaar later het sy steeds daardie spesifieke oomblik betreur,Afrikaans
In daardie oomblik het alles verander,Afrikaans
Hy het gehaat dat hy lief gehad het wat sy gehaat het oor haat,Afrikaans
Ewekansige woorde voor ander ewekansige woorde skep 'n ewekansige sin,Afrikaans
Die liggaamspiering het nie presies gegaan soos wat hy verwag het nie,Afrikaans
Die varke was geërger dat hulle hamburgers genoem is,Afrikaans
Dit het hom onkant gevang dat die ruimte na gebraai steak geruik het,Afrikaans
Terwyl hy gewag het vir die stort om op te warm het hy opgemerk dat hy die water se temperatuur kon hoor verander,Afrikaans
Hy het een blik na wat onder die tafel was gewerp en het daar weggehardloop,Afrikaans
Sy het sy algehele eentonigheid interessant gevind,Afrikaans
Die doeltreffendheid wat ons het om vullis te verwyder het dit meer aanvaarbaar gemaak om vullis te skep,Afrikaans
Die geleentheid van 'n leeftyd het voor hom verby gegaan terwyl hy probeer het om tussen 'n koevert of 'n koppie te besluit,Afrikaans
Een klein aksie sou haar lewe verander maar of dit vir beter of vir erger sou wees was nog nie bepaal nie,Afrikaans
Dit was die tekort wat sy kreatiwiteit aangewakker het,Afrikaans
Vleis-kleurige joga-broeke was baie erger as wat hy selfs gevrees het,Afrikaans
Hy was 100% in vir vas met haar totdat hy verstaan het dit beteken hy kan nie eet nie,Afrikaans
Dinsdae is gratis as jy 'n gnoom kostuum bring,Afrikaans
As enige polisie jou vra waar jy was sê net jy was Kansas aan die besoek,Afrikaans
Die skare skree en skree vir meer memes,Afrikaans
Hulle gooi kool wat jou brein in emosionele bagasie verander,Afrikaans
Aartappel-wedges is waarskynlik nie die beste vir verhoudings nie,Afrikaans
Dit sou 'n beter aand gewees het as die ouens langs ons nie in die spat zone was nie,Afrikaans
Ek het my eekhoring betrap wat deur my gimnasium sak roer,Afrikaans
Jy het die hele dag na my gekyk en gewag vir jou beweging soos 'n leeu wat 'n gazelle in die savanne stalk,Afrikaans
Dit gebeur nie dikwels dat jy 'n pap piesang op die straat vind nie,Afrikaans
Terwyl jy al die moontlike maniere oorweeg om jouself en die wêreld te verbeter merk jy op dat John Travolta blykbaar nogal ongelukkig lyk,Afrikaans
Ek het 'n baba clown van die Russiese terroristiese swartmark gekoop,Afrikaans
Jy besef jy is nie alleen nie terwyl jy in jou slaapkamer sit en jou kalwers masseer na 'n lang dag van touwtrekker met Oupa Joe in die hospitaal,Afrikaans
Jy is onseker of jy hom moet vertrou maar baie dankbaar dat jy 'n turtle neck gedra het,Afrikaans
Jou vriendin het jou gunsteling koekie-krummels cereal gekoop maar vergeet om melk te kry,Afrikaans
Hy is goed in die eet van suurlemoensap en om vroue van sy emosionele probleme te vertel,Afrikaans
As my sakrekenaar 'n geskiedenis gehad het sou dit meer peinlik gewees het as my blaaier geskiedenis,Afrikaans
Ek het 'n sok geëet omdat mense op die Internet my gesê het om dit te doen,Afrikaans
Hou op om te wag vir uitsonderlike dinge om net te gebeur,Afrikaans
Om niks te kies nie is steeds 'n keuse,Afrikaans
Hy was so besig om te oorweeg of hy kon dat hy nie gestop het om te oorweeg of hy moes nie,Afrikaans
Rooi is beslis groener as pers,Afrikaans
Op 'n skaal van een tot tien wat is jou gunsteling smaak van ewekansige grammatika,Afrikaans
Hy is in 'n seunband wat nie veel sin maak vir 'n slang nie,Afrikaans
Hy het gewag vir die stop teken om in 'n gaan teken te verander,Afrikaans
Dit is baie moeiliker om tennis te speel met 'n bowling bal as om te bol met 'n tennis bal,Afrikaans
Sy het 'n paar wonderlike nuus om te deel maar niemand om dit mee te deel nie,Afrikaans
Die groen tee en avokado smoothie het presies uitgekom soos wat verwag is,Afrikaans
Wanneer niemand om is nie fluister die bome oor die mense wat onder hulle geloop het,Afrikaans
Sy wou 'n troeteldier platypus hê maar het uiteindelik 'n eend en 'n fret gekry,Afrikaans
Dit was op daardie oomblik dat hy geleer het daar is sekere dele van die liggaam wat jy nooit moet Nair nie,Afrikaans
Hy het besef daar was verskeie sterftes op hierdie pad maar sy bekommernis het toegeneem toe hy die presiese aantal gesien het,Afrikaans
Die donderende gebrul van die jet bo bevestig haar ergste vrese,Afrikaans
Die beste limoen tert is steeds ter bespreking,Afrikaans
Verskeie see voëls is elegant maar niks is so elegant soos 'n glidende pelikaan nie,Afrikaans
Grondboontjiebotter en konfyt het die bejaarde dame laat dink aan haar verlede,Afrikaans
Hy het begin vir 'n kort stap maar nou kon hy net mangroves en water vir myl sien,Afrikaans
Almal was nuuskierig oor die groot wit blimp wat oornag verskyn het,Afrikaans
Die Tsunami golf het teen die opgetilde huise gebots en die pilare gebroke soos tandestokkies,Afrikaans
Hulle het in 'n vreemde Tiki kroeg aan die rand van die klein strand dorpie dwaal,Afrikaans
Die toer bus was vol met tienermeisies wat op pad was na hulle volgende avontuur,Afrikaans
Haar hare was deur die wind gewaai terwyl sy in die swart oop motor ry,Afrikaans
Lightning Paradise was die plaaslike kuierplek waar die groep gewoonlik die aand deurgebring het,Afrikaans
Die dik loof en verstrengelde ranke het die stap naby aan onmoontlik gemaak,Afrikaans
Terwyl die huurmotor tot stilstand kom op die donker pad het haar vrees met die oomblik toegeneem,Afrikaans
Die onlangs aangeplante bome was met houtrame vasgehou in die hoop dat hulle die volgende storm sou oorleef,Afrikaans
Die rowwe ou man het in die agterkant van die aas-winkel gesit en gemor terwyl hy 'n handvol wurms uitgehaal het,Afrikaans
Alles wat hulle kon sien was die blou water wat hulle seilboot omring,Afrikaans
Die dringende sorg sentrum was oorstroom met pasiënte nadat die nuus van 'n nuwe dodelike virus bekend gemaak is,Afrikaans
Die bord het gesê daar was padwerk vorentoe so hy het besluit om te versnel,Afrikaans
Die haai-gevulde South Pine kanaal was die enigste manier in of uit,Afrikaans
Hy het besluit dat waterski op 'n bevrore meer nie 'n goeie idee was nie,Afrikaans
Dit was altyd gevaarlik om met hom te ry aangesien hy daarop aangedring het dat die veiligheid-konne 'n slalombaan was,Afrikaans
Sy was die soort meisie wat in 'n pienk huis wou woon,Afrikaans
Haar lewe binne die grense van die huis het haar nuwe normaal geword,Afrikaans
Die byna-dood ervaring het nuwe idees aan die lig gebring,Afrikaans
Hulle was opgewonde om hulle eerste luiaard te sien,Afrikaans
Die wake agter die boot het die verlede vertel terwyl die oop see die lewe in die onbekende toekoms voorspel het,Afrikaans
Alhoewel hy gedink het die wêreld was plat het hy nie die ironie gesien om reg rondom die wêreld te reis nie,Afrikaans
Hy het gewonder of dit 'n strand genoem kon word as daar geen sand was nie,Afrikaans
Wysheid word maklik verkry wanneer jy onder die bed verborge met 'n kastrol op jou kop,Afrikaans
Iemand moet Chaucer lees om hulle daaglikse vokabularium te verbeter,Afrikaans
Hy is nie James Bond nie; sy naam is Roger Moore,Afrikaans
Ek hou daarvan om na werk te gaan na my agt-uur tee-onderbreking,Afrikaans
Opstaan by dagbreek is vir die voëls,Afrikaans
As eet van drie-eier omelette gewigstoename veroorsaak is budgie eiers 'n goeie plaasvervanger,Afrikaans
Shakespeare was 'n beroemde 17de-eeuse dieselmeganikus,Afrikaans
Slaan my met jou troeteldier haai,Afrikaans
Die Japanse yen vir handel is steeds bekend,Afrikaans
Die guinea fowl vlieg deur die lug met al die grasie van 'n skilpad,Afrikaans
Fluffy pienk eenhoorns is 'n gewilde statussimbool onder macho mans,Afrikaans
Sy het diamante gehuil,Afrikaans
Dan het die diepe duik af die haas se gat gemaak,Afrikaans
Erin het per ongeluk 'n nuwe heelal geskep,Afrikaans
Die deur het op die waatlemoen geslaan,Afrikaans
Om eiers op Donderdae vir koor oefening te eet was aanbeveel,Afrikaans
Pienk perde het oor die see gedraf,Afrikaans
Vlieënde visse het verby die ruimtestasie gevlieg,Afrikaans
Hy het die diep ruimte 'n sagte geel gekleur,Afrikaans
Dan het die wolke soos kondensmelk geëet,Afrikaans
Hy het 'n leprechaun in sy okkerneut dop gevind,Afrikaans
Bill het van die giraffe af na die dolfyn hardloop,Afrikaans
Dit het geen sin gemaak tensy jy die krag gehad het om kleure te eet nie,Afrikaans
Patricia hou van die klank van naels wat sterk teen die borddruk,Afrikaans
Hy het nie verstaan waarom die voël die fiets wou ry nie,Afrikaans
Knoflook roomys was haar gunsteling,Afrikaans
Smokey die Beer het in geheim die vure begin,Afrikaans
Pat het 'n ghost pepper tert bestel,Afrikaans
Jy het elke reg om kwaad te wees maar dit gee jou nie die reg om gemeen te wees nie,Afrikaans
Andy het daarvan gehou om op 'n bed van naels te slaap,Afrikaans
Haar daaglikse doel was om op gister te verbeter,Afrikaans
Sy het 'n gewoonte gehad om in limonade te stort,Afrikaans
Die olifant het nie oor die persoon in die kamer wou praat nie,Afrikaans
Die skelet het sy eie skelette in die kas gehad,Afrikaans
Selfs met die sneeu wat buite val het sy dit gepas geag om haar bikini te dra,Afrikaans
Hy was seker die Duiwel het rooi blink glitter geskep,Afrikaans
Hy het die chirurgiese masker in die openbaar gedra nie om 'n virus te voorkom nie maar om mense weg te hou,Afrikaans
Doris het daarvan gehou om haar naels op die tafel te tik om almal te irriteer,Afrikaans
Niemand vra wie die piramides in Mexiko gebou het nie,Afrikaans
Hy het gedink dat 'n paar dynamietstokkies makliker was as 'n visvangstok om vis te vang,Afrikaans
Wanneer geld min was het hy sy lunchgeld uit die plaaslike wensput gekry,Afrikaans
Die vader het tydens die bevalling gesterf,Afrikaans
Planne vir hierdie naweek sluit in om wyn in water te verander,Afrikaans
Iguanas het uit die bome geval,Afrikaans
Ek het my vriend in baba-olie bedek,Afrikaans
Kuns hoef nie bedoel te wees nie,Afrikaans
Nou moet ek oor my bestaan nadink en myself vra of ek werklik reg is,Afrikaans
Ons moet met Legos by die kamp speel,Afrikaans
Ek is 'n lewende verwarming,Afrikaans
Asseblief sê vir my jy werk nie in 'n lykhuise nie,Afrikaans
Ons het jong kinders wat dikwels in ons kamer kom in die nag vir verskeie redes insluitend clowns in die kas,Afrikaans
8% van 25 is dieselfde as 25% van 8 en een van hulle is baie makliker om in jou kop te doen,Afrikaans
Jy byt op omdat van jou onderkaak,Afrikaans
Meeste haai aanvalle gebeur ongeveer 10 voet van die strand af aangesien dit is waar die mense is,Afrikaans
Ek werk op 'n soet aartappel-plaas,Afrikaans
David volg die "prop jou tent in die sak" strategie eerder as om dit netjies te vou,Afrikaans
Hy het 'n paar vaardigheidspunte in Charisma en Sterkte belê,Afrikaans
Ek is 'n goeie luisteraar regtig goed met empatie teenoor simpatie en alles maar ek haat mense,Afrikaans
Hy het uitgeblink in die mooi afvuur van mense,Afrikaans
Wanneer ek spaghetti kook hou ek daarvan om dit 'n paar minute na al dente te kook sodat die noedels super glad is,Afrikaans
Joyce het daarvan gehou om pannekoeke met ketchup te eet,Afrikaans
Sy was hartseer om te hoor dat vuurvliegies in die gesig van uitwissing te danke aan kunsmatige lig lewensomgewingsverlies en plaagdoders is,Afrikaans
Hy het besluit dat die tyd gekom het om sterker te wees as enige van die verskonings wat hy tot dan toe gebruik het,Afrikaans
Die deur het oopgeswaai om pienk giraffes en rooi olifante te onthul,Afrikaans
Sy het gereis omdat dit dieselfde gekos het as terapie en baie meer genietbaar was,Afrikaans
Die verfkwas was kwaad vir die kleur wat die kunstenaar gekies het om te gebruik,Afrikaans
Die bye het besluit om 'n opstand teen hulle koningin te hê,Afrikaans
Sy uiteindelike droom fantasie het bestaan uit om tevrede te wees en agt uur agtereenvolgens te slaap,Afrikaans
Sy het in die spieël gekyk en 'n ander persoon gesien,Afrikaans
Daar is nie genoeg handdoeke in die wêreld om die riool wat uit sy mond vloei te stop nie,Afrikaans
Hy het 'n vae gevoel gehad dat bome dinosourusse gebaar het,Afrikaans
Die pop het in sirkels gedraai in die hoop om lewendig te word,Afrikaans
Druifgel het uit die gat in die dak gelek,Afrikaans
Sjokolade bedekte krieke was sy gunsteling snack,Afrikaans
Die geheime kode wat hulle geskep het het geen sin gemaak selfs vir hulle nie,Afrikaans
Drie jaar later was die kis steeds vol Jello,Afrikaans
Sy gedagtes was geblaas dat daar niks in die ruimte was behalwe die ruimte self nie,Afrikaans
Hulle speel die klavier terwyl hulle in die vliegtuig vlieg,Afrikaans
Die handreiniger was eintlik duidelike gom,Afrikaans
Die lirieke van die lied het geklink soos naels op 'n bord,Afrikaans
Dit het hom 'n maand geneem om die ete te voltooi,Afrikaans
Soek sukses maar wees altyd voorbereid vir lukrake katte,Afrikaans
Om geen hare te hê het hom selfs hariger laat lyk,Afrikaans
Hy het klippe in die kerker van sy gedagtes gegooi,Afrikaans
Die blou papegaai het verby die hyskombuis-mongoose gery,Afrikaans
Geluk kan gevind word in die dieptes van sjokoladepoeding,Afrikaans
Daar is geen helde in 'n punk rock band nie,Afrikaans
Hy het die perske geskeer om 'n punt te bewys,Afrikaans
Pindas groei nie op bome nie maar cashews doen,Afrikaans
Dit is moeilik om die lengtes te verstaan wat hy sou gaan om kort te bly,Afrikaans
Hy het 'n varkburger van beesvleis gemaak,Afrikaans
Sy denkproses was op soveel vlakke dat hy vir homself 'n fobie vir hoogtes gegee het,Afrikaans
Hy het daarvan gehou om met woorde in die bad te speel,Afrikaans
Daar was drie gesferde klippe wat in 'n kubuskamer bymekaar gekom het,Afrikaans
Daar was geen manier om te sê wat gedagtes uit die masjien sou kom nie,Afrikaans
Hy het hitte op die wond geplaas om te sien wat sou groei,Afrikaans
Sy het haar eie hare in die sop gebruik om dit meer geur te gee,Afrikaans
Soms moet jy net opgee en wen deur te bedrieg,Afrikaans
Die speelding het goeie herinneringe aan die gevoel om in die reënwoud verlore te wees,Afrikaans
Sy kon nie besluit of die glas half leeg of half vol was nie so sy het dit gedrink,Afrikaans
Hy was nie bitter dat sy verder beweeg het nie maar oor die radys,Afrikaans
Hy het besluit om sy lot van die aanvaarding van sy lot te aanvaar,Afrikaans
Die wolke het pragtige diere in die lug gevorm wat uiteindelik 'n tornado geskep het om vernietiging te saai,Afrikaans
Die geswirlde lollypop het probleme gehad met die pop rock candy,Afrikaans
Hy het in sy vrye tyd afval opgehaal om in sy buurman se tuin te stort,Afrikaans
Die vis het gedroom om die visbak te ontsnap en in die toilet te kom waar hy sy vriend gesien het,Afrikaans
Dit was 'n regtig goeie Maandag om 'n Saterdag te wees,Afrikaans
Groete uit die sterrestelsel MACS0647-JD of wat ons huis noem,Afrikaans
Hy was verbaas dat sy immense luiheid inspirerend vir ander was,Afrikaans
Hy het onbewus slaapwandeling as 'n nagtyd stokperdjie opgeneem,Afrikaans
Hy het sy hare groen gekleur om sy iguana te ondersteun,Afrikaans
Die vyftig mannequins koppe wat in die swembad dryf het hulle bietjie gekielie,Afrikaans
Alhoewel dit nie 'n pot goud was nie was Nancy steeds gefassineer deur wat sy aan die einde van die reënboog gevind het,Afrikaans
Na die alligator af te weer het Brian steeds die anaconda in die gesig gestaar,Afrikaans
Dit het nie lank geneem vir Gary om te besef dat die rowers amateur was nie,Afrikaans
Hy het sy nuwe lewe as 'n eiervrug omhels,Afrikaans
Karen het besef dat die enigste manier waarop sy in die hemel sou kom was om te bedrieg,Afrikaans
Hy het daarvan gehou om sy piesangs in hotdogbroodjies te eet,Afrikaans
Dertig jaar later het sy steeds gedink dit is reg om die toiletpapier rol onder eerder as oor te plaas,Afrikaans
Om sy grootste vrees teë te kom het hy sy eerste marshmallow geëet,Afrikaans
Hy het gevind dat sy kuns nooit gevorder het toe hy letterlik sy sweet en trane gebruik het,Afrikaans
Nancy was trots dat sy 'n strenger skipbreuk bestuur het,Afrikaans
