text,language
The thunderous roar of the jet overhead confirmed her worst fears, English
Ek het tans 4 vensters oop en ek weet nie hoekom nie,Afrikaans
Joe maakte de suikerkoekjes Susan decoreerde ze,Nederlands
She finally understood that grief was her love with no place for it to go, English
I just wanted to tell you I could see the love you have for your child by the way you look at her, English
Laat ons almal saam uniek wees totdat ons besef dat ons almal dieselfde is,Afrikaans
When nobody is around the trees gossip about the people who have walked under them, English
Never underestimate the willingness of the greedy to throw you under the bus, English
The rusty nail stood erect angled at a 45-degree angle just waiting for the perfect barefoot to come along, English
I met an interesting turtle while the song on the radio blasted away, English
Ze kon hem in de douche horen zingen met een vreugde waarvan ze hoopte dat hij die zou behouden nadat ze het nieuws had gebracht,Nederlands
They throw cabbage that turns your brain into emotional baggage, English
Het moet ergens vijf uur zijn,Nederlands
Soms staar ek na 'n deur of 'n muur en ek wonder wat is hierdie realiteit waarom is ek lewendig en waaroor gaan alles,Afrikaans
Een lijst met willekeurige zinnen schrijven is moeilijker dan ik aanvankelijk dacht,Nederlands
Ze schildert alleen met felle kleuren ze houdt niet van pastels,Nederlands
The best key lime pie is still up for debate, English
The truth is that you pay for your lifestyle in hours, English
Sy kan haar lewe lewe hoe sy wil solank sy na wat ek te sê het luister,Afrikaans
Ek het gekontroleer om seker te maak dat hy steeds lewendig was,Afrikaans
As you consider all the possible ways to improve yourself and the world you notice John Travolta seems fairly unhappy, English
Het werd donker en we waren er nog niet,Nederlands
She saw no irony asking me to change but wanting me to accept her for who she is, English
It was at that moment that he learned there are certain parts of the body that you should never Nair, English
De rivier stal de goden,Nederlands
Peanut butter and jelly caused the elderly lady to think about her past, English
Tuesdays are free if you bring a gnome costume, English
Ek is nooit tuis op Sondae nie,Afrikaans
Hy wou nie na die tandarts gaan nie maar hy het tog gegaan,Afrikaans
Sy het nie die toets gesny want dit was nie die regte ding om te doen nie,Afrikaans
Ik wil een onesie kopen maar weet dat het me niet zal staan,Nederlands
Ek sien dikwels die tyd 11:11 of 12:34 op horlosies,Afrikaans
Kat is een goed huisdier omdat ze schoon zijn en niet luidruchtig,Nederlands
They wandered into a strange Tiki bar on the edge of the small beach town, English
Ze heeft niet gespiekt op de test want dat was niet het juiste om te doen,Nederlands
Italië is mijn favoriete land in feite ben ik van plan om er volgend jaar twee weken door te brengen,Nederlands
Die vinnige bruin volstruis spring oor die lui hond,Afrikaans
It's much more difficult to play tennis with a bowling ball than it is to bowl with a tennis ball, English
Sy praat altyd in 'n harde stem met hom,Afrikaans
Ek tel my kalorieë maar ek wil regtig nagereg hê,Afrikaans
Twee sitplekke was leeg,Afrikaans
Ze zeggen dat honden de beste vriend van de mens zijn maar deze kat was vastbesloten die theorie te saboteren,Nederlands
It caught him off guard that space smelled of seared steak, English
Alles wat sy wou hê was die antwoord maar sy het geen idee hoe baie sy dit sou haat nie,Afrikaans
He stepped gingerly onto the bridge knowing that enchantment awaited on the other side, English
The body piercing didn't go exactly as he expected, English
His seven-layer cake only had six layers, English
I caught my squirrel rustling through my gym bag, English
As hy geweet het wat gaan gebeur het hy nooit in die stort gestap nie,Afrikaans
Kontroleer weer morgen ek sal kyk of die boek aangekom het,Afrikaans
Alles wat jy moet doen is om die pen op te tel en te begin,Afrikaans
He took one look at what was under the table and noped the hell out of there, English
Ek hoor dat Nancy baie mooi is,Afrikaans
Zet geen pindakaas op de neus van de hond,Nederlands
Daar was wit-uit toestande in die dorp gevolglik was die paaie onbegaanbaar,Afrikaans
Dit is de laatste willekeurige zin die ik zal schrijven en ik ga halverwege stoppen,Nederlands
Ek wil regtig werk gaan maar ek is te siek om te ry,Afrikaans
Italië is my gunsteling land eintlik beplan ek om twee weke daar volgende jaar deur te bring,Afrikaans
Ze was te kort om over het hek te kijken,Nederlands
Hij leverde het onderzoeksrapport in op vrijdag anders zou hij de les niet gehaald hebben,Nederlands
Toe ek klein was het ek 'n motor deur op my hand geslaan en ek onthou dit steeds baie lewendig,Afrikaans
Hulle sê dat honde die mens se beste vriend is maar hierdie kat was op pad om daardie teorie te saboteer,Afrikaans
Dit is die laaste ewekansige sin wat ek sal skryf en ek gaan stop mid-sin,Afrikaans
Het boek staat voor de tafel,Nederlands
Afgelopen vrijdag zag ik een gestreepte blauwe worm met vlekken de hand schudden met een pootloze hagedis,Nederlands
The fish listened intently to what the frogs had to say, English
De golven sloegen op de kust het was een prachtig gezicht,Nederlands
My Ma probeer om cool te wees deur te sê dat sy al dieselfde dinge hou as ek,Afrikaans
De klok op deze blog en de klok op mijn laptop verschillen 1 uur van elkaar,Nederlands
25 years later she still regretted that specific moment, English
He was 100% into fasting with her until he understood that meant he couldn't eat, English
Ze leende het boek van hem vele jaren geleden en heeft het nog niet teruggegeven,Nederlands
He was sitting in a trash can with high street class, English
The light in his life was actually a fire burning all around him, English
Ze werkt twee banen om rond te komen dat was tenminste haar reden om geen tijd te hebben om met ons mee te doen,Nederlands
Bekijk morgen weer ik zal zien of het boek is aangekomen,Nederlands
Winkelsentrums is wonderlike plekke om te koop ek kan alles wat ek nodig het onder een dak vind,Afrikaans
If any cop asks you where you were just say you were visiting Kansas, English
Hy het teruggegaan na die video om te sien wat opgeneem was en was geskok oor wat hy gesien het,Afrikaans
Red is greener than purple for sure, English
Soms is het beter om gewoon weg te lopen van dingen en later terug te komen als je je beter voelt,Nederlands
De snelle bruine vos springt over de luie hond,Nederlands
De oude appel koestert zijn autoriteit,Nederlands
Soms hoef je alleen maar helemaal een idioot van jezelf te maken en het van je af te lachen om te beseffen dat het leven toch niet zo slecht is,Nederlands
Ons moet 'n kamer huur vir ons partytjie,Afrikaans
Ek dink ek gaan die rooi motor koop of ek gaan die blou een lease,Afrikaans
Winkels zijn geweldige plekken om te shoppen ik kan alles vinden wat ik nodig heb onder één dak,Nederlands
Sy het hom aanbeveel om dadelik terug te kom,Afrikaans
Ik wil meer gedetailleerde informatie,Nederlands
You realize you're not alone as you sit in your bedroom massaging your calves after a long day of playing tug-of-war with Grandpa Joe in the hospital, English
Stap niet op het gebroken glas,Nederlands
Hulle het vroeg daar gekom en hulle het regtig goeie sitplekke gekry,Afrikaans
Abstractie is vaak een verdieping boven je,Nederlands
It would have been a better night if the guys next to us weren't in the splash zone, English
Er zijn weinig dingen beter in het leven dan een stuk taart,Nederlands
Soms is alles wat jy moet doen om jouself heeltemal belaglik te maak en dit af te lag om te besef dat die lewe regtig nie so sleg is nie,Afrikaans
He wondered why at 18 he was old enough to go to war but not old enough to buy cigarettes, English
Potato wedges probably are not best for relationships, English
Om 'n lys van ewekansige sinne te skryf is moeiliker as wat ek aanvanklik gedink het,Afrikaans
Het meer is een eindje hier vandaan,Nederlands
At that moment she realized she had a sixth sense, English
Die vreemdeling lei die ete,Afrikaans
Ses-en-sestig kom vra vir brood,Afrikaans
He realized there had been several deaths on this road but his concern rose when he saw the exact number, English
On a scale from one to ten what's your favorite flavor of random grammar, English
Ons het baie reën in Junie,Afrikaans
I ate a sock because people on the Internet told me to, English
Ze adviseerde hem om onmiddellijk terug te komen,Nederlands
Ja ik denk dat het een goede omgeving is om Engels te leren,Nederlands
Ze had haar kopje koffie niet gehad en dat maakte alles nog slechter,Nederlands
Daar was geen roomys in die vrieskas nie en hulle het ook nie geld gehad om na die winkel te gaan nie,Afrikaans
This made him feel like an old-style rootbeer float smells, English
The fox in the tophat whispered into the ear of the rabbit, English
Ja ek dink dit is 'n goeie omgewing om Engels te leer,Afrikaans
Dit het donker geword en ons was nog nie daar nie,Afrikaans
Hy het vir ons 'n baie opwindende avontuurverhaal vertel,Afrikaans
Het geheugen dat we vroeger deelden is niet meer coherent,Nederlands
Toen hij uit het raam keek zag hij een clown voorbij lopen,Nederlands
It was a slippery slope and he was willing to slide all the way to the deepest depths, English
Ik ben nooit thuis op zondagen,Nederlands
She let the balloon float up into the air with her hopes and dreams, English
Ek wil 'n onesie koop maar weet dit sal nie vir my pas nie,Afrikaans
Het was het beste zandkasteel dat hij ooit had gezien,Nederlands
Die boek is voor die tafel,Afrikaans
He learned the hardest lesson of his life and had the scars both physical and mental to prove it, English
Sy werk twee werke om die eindes te ontmoet ten minste was dit haar rede vir nie tyd om by ons aan te sluit nie,Afrikaans
Rockmusiek benader met hoë snelheid,Afrikaans
Hy het geld opgeraak so hy moes ophou om poker te speel,Afrikaans
De vreemdeling leidt de maaltijd,Nederlands
The beauty of the African sunset disguised the danger lurking nearby, English
Hy het die navorsingspapier Vrydag ingedien anders sou hy die klas nie geslaag het nie,Afrikaans
Er had een tijd en een plaats moeten zijn maar dit was het niet,Nederlands
Each person who knows you has a different perception of who you are, English
Ik controleerde om te zorgen dat hij nog leefde,Nederlands
Sy het nie haar koppie koffie gehad nie en dit het alles net erger gemaak,Afrikaans
Alles wat je hoeft te doen is de pen oppakken en beginnen,Nederlands
We hebben veel regen in juni,Nederlands
Dit is een Japanse pop,Nederlands
Stop waiting for exceptional things to just happen, English
In the end he realized he could see sound and hear words, English
Die golwe het op die oewer geklap dit was 'n pragtige gesig,Afrikaans
Ik houd van het eten van geroosterde kaas- en tonijnsandwiches,Nederlands
Laat ek jou help met jou bagasie,Afrikaans
You've been eyeing me all day and waiting for your move like a lion stalking a gazelle in a savannah, English
Ik was heel trots op mijn bijnaam tijdens de middelbare school maar vandaag zou ik niet verder van mijn bijnaam kunnen afwijken,Nederlands
He decided to live his life by the big beats manifesto, English
The secret ingredient to his wonderful life was crime, English
Ons was nog nooit in Asië nie en het ook nie Afrika besoek nie,Afrikaans
Ze spreekt altijd in een luide stem tegen hem,Nederlands
Moet nie op die gebroke glas trap nie,Afrikaans
Ze schreef hem een lange brief maar hij heeft het niet gelezen,Nederlands
Sy het haar bes gedoen om hom te help,Afrikaans
Ek verkies om 'n voël te wees eerder as 'n vis,Afrikaans
We moeten een kamer huren voor ons feest,Nederlands
Die lug is duidelik die sterre twinkel,Afrikaans
Everyone says they love nature until they realize how dangerous she can be, English
Mary speelt piano,Nederlands
She wore green lipstick like a fashion icon, English
He is good at eating pickles and telling women about his emotional problems, English
'n Glinsterende edelsteen is nie genoeg nie,Afrikaans
Alles wat ze wilde was het antwoord maar ze had geen idee hoeveel ze het zou haten,Nederlands
Twee stoelen waren vacant,Nederlands
Ik zou liever een vogel dan een vis zijn,Nederlands
There can never be too many cherries on an ice cream sundae, English
The fact that there's a stairway to heaven and a highway to hell explains life well, English
Laat me je helpen met je bagage,Nederlands
They ran around the corner to find that they had traveled back in time, English
Moet nie grondboontjiebotter op die hond se neus sit nie,Afrikaans
Die horlosie binne hierdie blog en die horlosie op my laptop is 1 uur van mekaar verskillend,Afrikaans
He was willing to find the depths of the rabbit hole in order to be with her, English
Die meer is 'n lang pad van hier,Afrikaans
Ze vouwde haar zakdoek netjes op,Nederlands
The efficiency we have at removing trash has made creating trash more acceptable, English
Mijn moeder probeert cool te zijn door te zeggen dat ze alle dingen leuk vindt die ik leuk vind,Nederlands
Ek hou daarvan om geroosterde kaas en tuna toebroodjies te eet,Afrikaans
Hij wilde niet naar de tandarts maar ging toch,Nederlands
Een liedje kan iemands dag maken of verpesten als ze het laten binnenkomen,Nederlands
Ik wil echt naar mijn werk maar ik ben te ziek om te rijden,Nederlands
Hij zei dat hij er gisteren niet was maar veel mensen zagen hem daar,Nederlands
Ik tel mijn calorieën maar ik wil echt een dessert,Nederlands
The opportunity of a lifetime passed before him as he tried to decide between a cone or a cup, English
Als ik iets niet leuk vind blijf ik er weg van,Nederlands
You're unsure whether or not to trust him but very thankful that you wore a turtle neck, English
Ze deed haar best om hem te helpen,Nederlands
Ik heb momenteel 4 vensters open en ik weet niet waarom,Nederlands
The Tsunami wave crashed against the raised houses and broke the pilings as if they were toothpicks, English
Hij raakte door zijn geld heen dus moest hij stoppen met pokeren,Nederlands
