text,language
I just wanted to tell you I could see the love you have for your child by the way you look at her, English
Everyone says they love nature until they realize how dangerous she can be, English
He was willing to find the depths of the rabbit hole in order to be with her, English
She wore green lipstick like a fashion icon, English
Never underestimate the willingness of the greedy to throw you under the bus, English
She finally understood that grief was her love with no place for it to go, English
Each person who knows you has a different perception of who you are, English
The beauty of the African sunset disguised the danger lurking nearby, English
They ran around the corner to find that they had traveled back in time, English
25 years later she still regretted that specific moment, English
In that instant everything changed, English
He hated that he loved what she hated about hate, English
Random words in front of other random words create a random sentence, English
The body piercing didn't go exactly as he expected, English
The pigs were insulted that they were named hamburgers, English
It caught him off guard that space smelled of seared steak, English
As he waited for the shower to warm he noticed that he could hear water change temperature, English
He took one look at what was under the table and noped the hell out of there, English
She found his complete dullness interesting, English
The efficiency we have at removing trash has made creating trash more acceptable, English
The opportunity of a lifetime passed before him as he tried to decide between a cone or a cup, English
One small action would change her life but whether it would be for better or for worse was yet to be determined, English
It was the scarcity that fueled his creativity, English
Flesh-colored yoga pants were far worse than even he feared, English
He was 100% into fasting with her until he understood that meant he couldn't eat, English
Tuesdays are free if you bring a gnome costume, English
If any cop asks you where you were just say you were visiting Kansas, English
The crowd yells and screams for more memes, English
They throw cabbage that turns your brain into emotional baggage, English
Potato wedges probably are not best for relationships, English
It would have been a better night if the guys next to us weren't in the splash zone, English
I caught my squirrel rustling through my gym bag, English
You've been eyeing me all day and waiting for your move like a lion stalking a gazelle in a savannah, English
It's not often you find a soggy banana on the street, English
As you consider all the possible ways to improve yourself and the world you notice John Travolta seems fairly unhappy, English
I purchased a baby clown from the Russian terrorist black market, English
You realize you're not alone as you sit in your bedroom massaging your calves after a long day of playing tug-of-war with Grandpa Joe in the hospital, English
You're unsure whether or not to trust him but very thankful that you wore a turtle neck, English
Your girlfriend bought your favorite cookie crisp cereal but forgot to get milk, English
He is good at eating pickles and telling women about his emotional problems, English
If my calculator had a history it would be more embarrassing than my browser history, English
I ate a sock because people on the Internet told me to, English
Stop waiting for exceptional things to just happen, English
Choosing to do nothing is still a choice after all, English
He was so preoccupied with whether or not he could that he failed to stop to consider if he should, English
Red is greener than purple for sure, English
On a scale from one to ten what's your favorite flavor of random grammar, English
He's in a boy band which doesn't make much sense for a snake, English
He waited for the stop sign to turn to a go sign, English
It's much more difficult to play tennis with a bowling ball than it is to bowl with a tennis ball, English
She had some amazing news to share but nobody to share it with, English
The green tea and avocado smoothie turned out exactly as would be expected, English
When nobody is around the trees gossip about the people who have walked under them, English
She wanted a pet platypus but ended up getting a duck and a ferret instead, English
It was at that moment that he learned there are certain parts of the body that you should never Nair, English
He realized there had been several deaths on this road but his concern rose when he saw the exact number, English
The thunderous roar of the jet overhead confirmed her worst fears, English
The best key lime pie is still up for debate, English
Various sea birds are elegant but nothing is as elegant as a gliding pelican, English
Peanut butter and jelly caused the elderly lady to think about her past, English
He set out for a short walk but now all he could see were mangroves and water were for miles, English
Everyone was curious about the large white blimp that appeared overnight, English
The Tsunami wave crashed against the raised houses and broke the pilings as if they were toothpicks, English
They wandered into a strange Tiki bar on the edge of the small beach town, English
The tour bus was packed with teenage girls heading toward their next adventure, English
Her hair was windswept as she rode in the black convertible, English
Lightning Paradise was the local hangout joint where the group usually ended up spending the night, English
The thick foliage and intertwined vines made the hike nearly impossible, English
As the rental car rolled to a stop on the dark road her fear increased by the moment, English
The newly planted trees were held up by wooden frames in hopes they could survive the next storm, English
The gruff old man sat in the back of the bait shop grumbling to himself as he scooped out a handful of worms, English
All they could see was the blue water surrounding their sailboat, English
The urgent care center was flooded with patients after the news of a new deadly virus was made public, English
The sign said there was road work ahead so he decided to speed up, English
The shark-infested South Pine channel was the only way in or out, English
He decided water-skiing on a frozen lake wasn’t a good idea, English
It was always dangerous to drive with him since he insisted the safety cones were a slalom course, English
She was the type of girl who wanted to live in a pink house, English
Her life in the confines of the house became her new normal, English
The near-death experience brought new ideas to light, English
They were excited to see their first sloth, English
The wake behind the boat told of the past while the open sea foretold life in the unknown future, English
Even though he thought the world was flat he didn’t see the irony of wanting to travel around the world, English
He wondered if it could be called a beach if there was no sand, English
Wisdom is easily acquired when hiding under the bed with a saucepan on your head, English
Everybody should read Chaucer to improve their everyday vocabulary, English
He is no James Bond; his name is Roger Moore, English
I like to leave work after my eight-hour tea-break, English
Getting up at dawn is for the birds, English
If eating three-egg omelets causes weight-gain budgie eggs are a good substitute, English
Shakespeare was a famous 17th-century diesel mechanic, English
Hit me with your pet shark, English
The Japanese yen for commerce is still well-known, English
The Guinea fowl flies through the air with all the grace of a turtle, English
Fluffy pink unicorns are a popular status symbol among macho men, English
She cried diamonds, English
Dan took the deep dive down the rabbit hole, English
Erin accidentally created a new universe, English
The door slammed on the watermelon, English
Eating eggs on Thursday for choir practice was recommended, English
Pink horses galloped across the sea, English
Flying fish flew by the space station, English
He colored deep space a soft yellow, English
Dan ate the clouds like cotton candy, English
He found a leprechaun in his walnut shell, English
Bill ran from the giraffe toward the dolphin, English
It didn't make sense unless you had the power to eat colors, English
Patricia loves the sound of nails strongly pressed against the chalkboard, English
He didn't understand why the bird wanted to ride the bicycle, English
Garlic ice-cream was her favorite, English
Smoky the Bear secretly started the fires, English
Pat ordered a ghost pepper pie, English
You have every right to be angry but that doesn't give you the right to be mean, English
Andy loved to sleep on a bed of nails, English
Her daily goal was to improve on yesterday, English
She had a habit of taking showers in lemonade, English
The elephant didn't want to talk about the person in the room, English
The skeleton had skeletons of his own in the closet, English
Even with the snow falling outside she felt it appropriate to wear her bikini, English
He was sure the Devil created red sparkly glitter, English
He wore the surgical mask in public not to keep from catching a virus but to keep people away from him, English
Doris enjoyed tapping her nails on the table to annoy everyone, English
Nobody questions who built the pyramids in Mexico, English
He figured a few sticks of dynamite were easier than a fishing pole to catch fish, English
When money was tight he'd get his lunch money from the local wishing well, English
The father died during childbirth, English
Plans for this weekend include turning wine into water, English
Iguanas were falling out of the trees, English
I covered my friend in baby oil, English
Art doesn't have to be intentional, English
Now I need to ponder my existence and ask myself if I'm truly real, English
We should play with Legos at camp, English
I’m a living furnace, English
Please tell me you don't work in a morgue, English
We have young kids who often walk into our room at night for various reasons including clowns in the closet, English
8% of 25 is the same as 25% of 8 and one of them is much easier to do in your head, English
You bite up because of your lower jaw, English
Most shark attacks occur about 10 feet from the beach since that's where the people are, English
I’m working on a sweet potato farm, English
David subscribes to the "stuff your tent into the bag" strategy over nicely folding it, English
He invested some skill points in Charisma and Strength, English
I'm a great listener really good with empathy vs sympathy and all that but I hate people, English
He excelled at firing people nicely, English
When I cook spaghetti I like to boil it a few minutes past al dente so the noodles are super slippery, English
Joyce enjoyed eating pancakes with ketchup, English
She was sad to hear that fireflies are facing extinction due to artificial light habitat loss and pesticides, English
He decided that the time had come to be stronger than any of the excuses he'd used until then, English
The door swung open to reveal pink giraffes and red elephants, English
She traveled because it cost the same as therapy and was a lot more enjoyable, English
The paintbrush was angry at the color the artist chose to use, English
The bees decided to have a mutiny against their queen, English
His ultimate dream fantasy consisted of being content and sleeping eight hours in a row, English
She looked into the mirror and saw another person, English
There aren't enough towels in the world to stop the sewage flowing from his mouth, English
He had a vague sense that trees gave birth to dinosaurs, English
The doll spun around in circles in hopes of coming alive, English
Grape jelly was leaking out the hole in the roof, English
Chocolate covered crickets were his favorite snack, English
The secret code they created made no sense even to them, English
Three years later the coffin was still full of Jello, English
His mind was blown that there was nothing in space except space itself, English
They're playing the piano while flying in the plane, English
The hand sanitizer was actually clear glue, English
The lyrics of the song sounded like fingernails on a chalkboard, English
It took him a month to finish the meal, English
Seek success but always be prepared for random cats, English
Having no hair made him look even hairier, English
He poured rocks in the dungeon of his mind, English
The blue parrot drove by the hitchhiking mongoose, English
Happiness can be found in the depths of chocolate pudding, English
There are no heroes in a punk rock band, English
He shaved the peach to prove a point, English
Peanuts don't grow on trees but cashews do, English
It's difficult to understand the lengths he'd go to remain short, English
He created a pig burger out of beef, English
His thought process was on so many levels that he gave himself a phobia of heights, English
He liked to play with words in the bathtub, English
There were three sphered rocks congregating in a cubed room, English
There was no telling what thoughts would come from the machine, English
He put heat on the wound to see what would grow, English
She used her own hair in the soup to give it more flavor, English
Sometimes you have to just give up and win by cheating, English
The toy brought back fond memories of being lost in the rain forest, English
She couldn't decide if the glass was half empty or half full so she drank it, English
He wasn't bitter that she had moved on but from the radish, English
He had decided to accept his fate of accepting his fate, English
The clouds formed beautiful animals in the sky that eventually created a tornado to wreak havoc, English
The swirled lollipop had issues with the pop rock candy, English
He picked up trash in his spare time to dump in his neighbor's yard, English
The fish dreamed of escaping the fishbowl and into the toilet where he saw his friend go, English
It was a really good Monday for being a Saturday, English
Greetings from the galaxy MACS0647-JD or what we call home, English
He was surprised that his immense laziness was inspirational to others, English
He had unknowingly taken up sleepwalking as a nighttime hobby, English
He spiked his hair green to support his iguana, English
The fifty mannequin heads floating in the pool kind of freaked them out, English
Although it wasn't a pot of gold Nancy was still enthralled at what she found at the end of the rainbow, English
After fighting off the alligator Brian still had to face the anaconda, English
It didn't take long for Gary to detect the robbers were amateurs, English
He embraced his new life as an eggplant, English
Karen realized the only way she was getting into heaven was to cheat, English
He loved eating his bananas in hot dog buns, English
Thirty years later she still thought it was okay to put the toilet paper roll under rather than over, English
Facing his greatest fear he ate his first marshmallow, English
He found his art never progressed when he literally used his sweat and tears, English
Nancy was proud that she ran a tight shipwreck, English
It took him a while to realize that everything he decided not to change he was actually choosing, English
It was difficult for Mary to admit that most of her workout consisted of exercising poor judgment, English
Jason lived his life by the motto "Anything worth doing is worth doing poorly", English
David proudly graduated from high school top of his class at age 97, English
The murder hornet was disappointed by the preconceived ideas people had of him, English
The two walked down the slot canyon oblivious to the sound of thunder in the distance, English
She was amazed by the large chunks of ice washing up on the beach, English
Gary didn't understand why Doug went upstairs to get one dollar bills when he invited him to go cow tipping, English
The beach was crowded with snow leopards, English
As the asteroid hurtled toward earth Becky was upset her dentist appointment had been canceled, English
She looked at the masterpiece hanging in the museum but all she could think is that her five-year-old could do better, English
The white water rafting trip was suddenly halted by the unexpected brick wall, English
She always had an interesting perspective on why the world must be flat, English
The sudden rainstorm washed crocodiles into the ocean, English
Harrold felt confident that nobody would ever suspect his spy pigeon, English
He knew it was going to be a bad day when he saw mountain lions roaming the streets, English
He decided to fake his disappearance to avoid jail, English
He ended up burning his fingers poking someone else's fire, English
She had a difficult time owning up to her own crazy self, English
She was too busy always talking about what she wanted to do to actually do any of it, English
She had that tint of craziness in her soul that made her believe she could actually make a difference, English
He kept telling himself that one day it would all somehow make sense, English
She moved forward only because she trusted that the ending she now was going through must be followed by a new beginning, English
While all her friends were positive that Mary had a sixth sense she knew she actually had a seventh sense, English
He had a wall full of masks so she could wear a different face every day, English
The group quickly understood that toxic waste was the most effective barrier to use against the zombies, English
There have been days when I wished to be separated from my body but today wasn’t one of those days, English
To the surprise of everyone the Rapture happened yesterday but it didn't quite go as expected, English
The bullet pierced the window shattering it before missing Danny's head by mere millimeters, English
The complicated school homework left the parents trying to help their kids quite confused, English
Too many prisons have become early coffins, English
The external scars tell only part of the story, English
Excitement replaced fear until the final moment, English
The tattered work gloves speak of the many hours of hard labor he endured throughout his life, English
The hummingbird's wings blurred while it eagerly sipped the sugar water from the feeder, English
Poison ivy grew through the fence they said was impenetrable, English
Watching the geriatric men’s softball team brought back memories of 3 yr olds playing t-ball, English
The teens wondered what was kept in the red shed on the far edge of the school grounds, English
He strives to keep the best lawn in the neighborhood, English
The spa attendant applied the deep cleaning mask to the gentleman’s back, English
Shingle color was not something the couple had ever talked about, English
The sunblock was handed to the girl before practice but the burned skin was proof she did not apply it, English
The virus had powers none of us knew existed, English
A quiet house is nice until you are ordered to stay in it for months, English
As time wore on simple dog commands turned into full paragraphs explaining why the dog couldn’t do something, English
Mothers spend months of their lives waiting on their children, English
The team members were hard to tell apart since they all wore their hair in a ponytail, English
She learned that water bottles are no longer just to hold liquid but they're also status symbols, English
Their argument could be heard across the parking lot, English
Giving directions that the mountains are to the west only works when you can see them, English
Traveling became almost extinct during the pandemic, English
It was obvious she was hot sweaty and tired, English
The Great Dane looked more like a horse than a dog, English
He played the game as if his life depended on it and the truth was that it did, English
It's not possible to convince a monkey to give you a banana by promising it infinite bananas when they die, English
He went on a whiskey diet and immediately lost three days, English
He watched the dancing piglets with panda bear tummies in the swimming pool, English
Martha came to the conclusion that shake weights are a great gift for any occasion, English
She had convinced her kids that any mushroom found on the ground would kill them if they touched it, English
As she walked along the street and looked in the gutter she realized facemasks had become the new cigarette butts, English
Mary realized if her calculator had a history it would be more embarrassing than her computer browser history, English
The tree fell unexpectedly short, English
Tomorrow will bring something new so leave today as a memory, English
Today I dressed my unicorn in preparation for the race, English
Today is the day I'll finally know what brick tastes like, English
Today we gathered moss for my uncle's wedding, English
Today I heard something new and unmemorable, English
Today arrived with a crash of my car through the garage door, English
He found rain fascinating yet unpleasant, English
He appeared to be confusingly perplexed, English
She thought there'd be sufficient time if she hid her watch, English
You'll see the rainbow bridge after it rains cats and dogs, English
A dead duck doesn't fly backward, English
I thought red would have felt warmer in summer but I didn't think about the equator, English
Green should have smelled more tranquil but somehow it just tasted rotten, English
Blue sounded too cold at the time and yet it seemed to work for gin, English
Warm beer on a cold day isn't my idea of fun, English
Honestly I didn't care much for the first season so I didn't bother with the second, English
The light that burns twice as bright burns half as long, English
I liked their first two albums but changed my mind after that charity gig, English
They improved dramatically once the lead singer left, English
They desperately needed another drummer since the current one only knew how to play bongos, English
People keep telling me "orange" but I still prefer "pink", English
Hang on my kittens are scratching at the bathtub and they'll upset by the lack of biscuits, English
The tears of a clown make my lipstick run but my shower cap is still intact, English
The gloves protect my feet from excess work, English
The fog was so dense even a laser decided it wasn't worth the effort, English
He was an introvert that extroverts seemed to love, English
The golden retriever loved the fireworks each Fourth of July, English
I want a giraffe but I'm a turtle eating waffles, English
Henry couldn't decide if he was an auto mechanic or a priest, English
100 years old is such a young age if you happen to be a bristlecone pine, English
When he asked her favorite number she answered without hesitation that it was diamonds, English
My biggest joy is roasting almonds while stalking prey, English
Edith could decide if she should paint her teeth or brush her nails, English
It was the first time he had ever seen someone cook dinner on an elephant, English
Purple is the best city in the forest, English
There is no better feeling than staring at a wall with closed eyes, English
She couldn't understand why nobody else could see that the sky is full of cotton candy, English
He decided to count all the sand on the beach as a hobby, English
My uncle's favorite pastime was building cars out of noodles, English
The best part of marriage is animal crackers with peanut butter, English
There are over 500 starfish in the bathroom drawer, English
She insisted that cleaning out your closet was the key to good driving, English
Baby wipes are made of chocolate stardust, English
Best friends are like old tomatoes and shoelaces, English
Situps are a terrible way to end your day, English
Cursive writing is the best way to build a race track, English
Waffles are always better without fire ants and fleas, English
The bird had a belief that it was really a groundhog, English
Jenny made the announcement that her baby was an alien, English
He felt that dining on the bridge brought romance to his relationship with his cat, English
She wanted to be rescued but only if it was Tuesday and raining, English
She was the type of girl that always burnt sugar to show she cared, English
I was offended by the suggestion that my baby brother was a jewel thief, English
Just because the water is red doesn't mean you can't drink it, English
Today I bought a raincoat and wore it on a sunny day, English
Everyone pretends to like wheat until you mention barley, English
Please put on these earmuffs because I can't you hear, English
That is an appealing treasure map that I can't read, English
Jerry liked to look at paintings while eating garlic ice cream, English
I've always wanted to go to Tajikistan but my cat would miss me, English
If you spin around three times you'll start to feel melancholy, English
I used to live in my neighbor's fishpond but the aesthetic wasn't to my taste, English
Imagine his surprise when he discovered that the safe was full of pudding, English
I only enjoy window shopping when the windows are transparent, English
He was the only member of the club who didn't like plum pudding, English
You should never take advice from someone who thinks red paint dries quicker than blue paint, English
I was fishing for compliments and accidentally caught a trout, English
It isn't true that my mattress is made of cotton candy, English
I received a heavy fine but it failed to crush my spirit, English
Mr. Montoya knows the way to the bakery even though he's never been there, English
I never knew what hardship looked like until it started raining bowling balls, English
It isn't difficult to do a handstand if you just stand on your hands, English
Strawberries must be the one food that doesn't go well with this brand of paint, English
I'd always thought lightning was something only I could see, English
We're careful about orange ping pong balls because people might think they're fruit, English
The worst thing about being at the top of the career ladder is that there's a long way to fall, English
Always bring cinnamon buns on a deep-sea diving expedition, English
There's no reason a hula hoop can't also be a circus ring, English
It took me too long to realize that the ceiling hadn't been painted to look like the sky, English
Sarah ran from the serial killer holding a jug of milk, English
Gwen had her best sleep ever on her new bed of nails, English
He never understood why what when and where left out who, English
Douglas figured the best way to succeed was to do the opposite of what he'd been doing all his life, English
Patricia found the meaning of life in a bowl of Cheerios, English
I'll have you know I've written over fifty novels, English
That must be the tenth time I've been arrested for selling deep-fried cigars, English
Being unacquainted with the chief raccoon was harming his prospects for promotion, English
The sight of his goatee made me want to run and hide under my sister-in-law's bed, English
The most exciting eureka moment I've had was when I realized that the instructions on food packets were just guidelines, English
It must be easy to commit crimes as a snake because you don't have to worry about leaving fingerprints, English
I've traveled all around Africa and still haven't found the gnu who stole my scarf, English
At that moment I was the most fearsome weasel in the entire swamp, English
The chic gangster liked to start the day with a pink scarf, English
She was only made the society president because she can whistle with her toes, English
At last, English
The changing of down comforters to cotton bedspreads always meant the squirrels had returned, English
Written warnings in instruction manuals are worthless since rabbits can't read, English
Barking dogs and screaming toddlers have the unique ability to turn friendly neighbors into cranky enemies, English
The furnace repairman indicated the heating system was acting as an air conditioner, English
The water flowing down the river didn’t look that powerful from the car, English
The bread dough reminded her of Santa Clause’s belly, English
Little Red Riding Hood decided to wear orange today, English
The stench from the feedlot permeated the car despite having the air conditioning on recycled air, English
Joe discovered that traffic cones make excellent megaphones, English
Nancy decided to make the porta-potty her home, English
Acres of almond trees lined the interstate highway which complimented the crazy driving nuts, English
They decided to plant an orchard of cotton candy, English
Tomatoes make great weapons when water balloons aren’t available, English
The tumbleweed refused to tumble but was more than willing to prance, English
Nancy thought the best way to create a welcoming home was to line it with barbed wire, English
The underground bunker was filled with chips and candy, English
The dead trees waited to be ignited by the smallest spark and seek their revenge, English
The overpass went under the highway and into a secret world, English
His get rich quick scheme was to grow a cactus farm, English
Siri became confused when we reused to follow her directions, English
With the high wind warning, English
She found it strange that people use their cellphones to actually talk to one another, English
The reservoir water level continued to lower while we enjoyed our long shower, English
Peter found road kill an excellent way to save money on dinner, English
Trash covered the landscape like sprinkles do a birthday cake, English
The ice-cream trucks bring back bad memories for all of us, English
Karen believed all traffic laws should be obeyed by all except herself, English
They finished building the road they knew no one would ever use, English
When confronted with a rotary dial phone the teenager was perplexed, English
The glacier came alive as the climbers hiked closer, English
Normal activities took extraordinary amounts of concentration at the high altitude, English
The heat, English
Boulders lined the side of the road foretelling what could come next, English
The fence was confused about whether it was supposed to keep things in or keep things out, English
Homesickness became contagious in the young campers' cabin, English
The toddler’s endless tantrum caused the entire plane anxiety, English
The manager of the fruit stand always sat and only sold vegetables, English
The hawk didn’t understand why the ground squirrels didn’t want to be his friend, English
Jim liked driving around town with his hazard lights on, English
Mom didn’t understand why no one else wanted a hot tub full of jello, English
Instead of a bachelorette party, English
The family’s excitement over going to Disneyland was crazier than she anticipated, English
The old rusted farm equipment surrounded the house predicting its demise, English
Her fragrance of choice was fresh garlic, English
Jason didn’t understand why his parents wouldn’t let him sell his little sister at the garage sale, English
The father handed each child a roadmap at the beginning of the 2-day road trip and explained it was so they could find their way home, English
More RVs were seen in the storage lot than at the campground, English
As he dangled from the rope deep inside the crevasse, English
On each full moon, English
The elderly neighborhood became enraged over the coyotes who had been blamed for the poodle’s disappearance, English
The wooden spoon couldn’t cut but left emotional scars, English
Kevin embraced his ability to be at the wrong place at the wrong time, English
She discovered van life is difficult with 2 cats and a dog, English
He dreamed of leaving his law firm to open a portable dog wash, English
Despite multiple complications and her near-death experience, English
The teenage boy was accused of breaking his arm simply to get out of the test, English
The bug was having an excellent day until he hit the windshield, English
He was all business when he wore his clown suit, English
The miniature pet elephant became the envy of the neighborhood, English
The child’s favorite Christmas gift was the large box her father’s lawnmower came in, English
Flash photography is best used in full sunlight, English
The llama couldn't resist trying the lemonade, English
I used to practice weaving with spaghetti three hours a day but stopped because I didn't want to die alone, English
I cheated while playing the darts tournament by using a longbow, English
I had a friend in high school named Rick Shaw but he was fairly useless as a mode of transport, English
The balloons floated away along with all my hopes and dreams, English
There were a lot of paintings of monkeys waving bamboo sticks in the gallery, English
The anaconda was the greatest criminal mastermind in this part of the neighborhood, English
They say people remember important moments in their life well yet no one even remembers their own birth, English
I was starting to worry that my pet turtle could tell what I was thinking, English
I always dreamed about being stranded on a desert island until it actually happened, English
It's important to remember to be aware of rampaging grizzly bears, English
The estate agent quickly marked out his territory on the dance floor, English
If you really strain your ears you can just about hear the sound of no one giving a damn, English
I honestly find her about as intimidating as a basket of kittens, English
It's never comforting to know that your fate depends on something as unpredictable as the popping of corn, English
Despite what your teacher may have told you there is a wrong way to wield a lasso, English
I made myself a peanut butter sandwich as I didn't want to subsist on veggie crackers, English
A good example of a useful vegetable is medicinal rhubarb, English
I became paranoid that the school of jellyfish was spying on me, English
It's always a good idea to seek shelter from the evil gaze of the sun, English
I know many children ask for a pony but I wanted a bicycle with rockets strapped to it, English
