text,language
It caught him off guard that space smelled of seared steak, English
The pigs were insulted that they were named hamburgers, English
Moet nie op die gebroke glas trap nie,Afrikaans
Ik zou liever een vogel dan een vis zijn,Nederlands
Laat ons almal saam uniek wees totdat ons besef dat ons almal dieselfde is,Afrikaans
Ik controleerde om te zorgen dat hij nog leefde,Nederlands
Het boek staat voor de tafel,Nederlands
Ze deed haar best om hem te helpen,Nederlands
Iemand die ik ken heeft recentelijk esdoornsiroop en met boter besmeerde popcorn gecombineerd in de hoop dat het zou smaken als karamellpopcorn. Dat deed het niet en ze raden niemand aan het ook te doen,Nederlands
His seven-layer cake only had six layers, English
Ik wil meer gedetailleerde informatie,Nederlands
Ik zie vaak de tijd 11:11 of 12:34 op klokken,Nederlands
Sy praat altyd in 'n harde stem met hom,Afrikaans
Ze adviseerde hem om onmiddellijk terug te komen,Nederlands
Sy het haar sakdoekjies netjies gevou,Afrikaans
At that moment she realized she had a sixth sense, English
Stap niet op het gebroken glas,Nederlands
Tom het 'n klein stukkie tert gekry,Afrikaans
He learned the hardest lesson of his life and had the scars both physical and mental to prove it, English
The body piercing didn't go exactly as he expected, English
Sy was te kort om oor die heining te sien,Afrikaans
He didn't heed the warning and it had turned out surprisingly well, English
Ik was heel trots op mijn bijnaam tijdens de middelbare school maar vandaag zou ik niet verder van mijn bijnaam kunnen afwijken,Nederlands
Sy het vir hom 'n lang brief geskryf maar hy het dit nie gelees nie,Afrikaans
Het geheugen dat we vroeger deelden is niet meer coherent,Nederlands
Hij vertelde ons een heel spannend avontuurverhaal,Nederlands
Nothing seemed out of place except the washing machine in the bar, English
She let the balloon float up into the air with her hopes and dreams, English
The truth is that you pay for your lifestyle in hours, English
Laten we allemaal uniek zijn totdat we beseffen dat we allemaal hetzelfde zijn,Nederlands
He wondered why at 18 he was old enough to go to war but not old enough to buy cigarettes, English
He stepped gingerly onto the bridge knowing that enchantment awaited on the other side, English
He was sitting in a trash can with high street class, English
Dit is een Japanse pop,Nederlands
There can never be too many cherries on an ice cream sundae, English
I just wanted to tell you I could see the love you have for your child by the way you look at her, English
'n Lied kan 'n mens se dag maak of bederf as hulle dit toelaat om hulle te beïnvloed,Afrikaans
He would only survive if he kept the fire going and he could hear thunder in the distance, English
Die boek is voor die tafel,Afrikaans
Verlede Vrydag het ek 'n gemerkte gestreepte blou wurm gesien wat hande met 'n potlood-lizard geskud het,Afrikaans
The light in his life was actually a fire burning all around him, English
He decided to live his life by the big beats manifesto, English
In that instant everything changed, English
De klok op deze blog en de klok op mijn laptop verschillen 1 uur van elkaar,Nederlands
Dit is 'n Japannese pop,Afrikaans
I met an interesting turtle while the song on the radio blasted away, English
Die meer is 'n lang pad van hier,Afrikaans
De vreemdeling leidt de maaltijd,Nederlands
He hated that he loved what she hated about hate, English
Never underestimate the willingness of the greedy to throw you under the bus, English
She wore green lipstick like a fashion icon, English
Ze vouwde haar zakdoek netjes op,Nederlands
Twee sitplekke was leeg,Afrikaans
Ik houd van het eten van geroosterde kaas- en tonijnsandwiches,Nederlands
Ek wil meer gedetailleerde inligting hê,Afrikaans
25 years later she still regretted that specific moment, English
Die herinnering wat ons eens gedeel het is nie meer saamhangend nie,Afrikaans
Ons het baie reën in Junie,Afrikaans
Ek hoor dat Nancy baie mooi is,Afrikaans
Die geheimsinnige dagboek neem die stem op,Afrikaans
Ek was baie trots op my bynaam deur middel van hoërskool maar vandag kan ek nie meer anders as wat my bynaam was nie,Afrikaans
Dit is die laaste ewekansige sin wat ek sal skryf en ek gaan stop mid-sin,Afrikaans
Ek is nooit tuis op Sondae nie,Afrikaans
Ja ik denk dat het een goede omgeving is om Engels te leren,Nederlands
Die skutter sê totsiens vir sy liefde,Afrikaans
Tom kreeg een klein stuk taart,Nederlands
Soms is het beter om gewoon weg te lopen van dingen en later terug te komen als je je beter voelt,Nederlands
Die vinnige bruin volstruis spring oor die lui hond,Afrikaans
We moeten een kamer huren voor ons feest,Nederlands
Een liedje kan iemands dag maken of verpesten als ze het laten binnenkomen,Nederlands
Ze spreekt altijd in een luide stem tegen hem,Nederlands
Ze schreef hem een lange brief maar hij heeft het niet gelezen,Nederlands
Ek hou daarvan om geroosterde kaas en tuna toebroodjies te eet,Afrikaans
Ja ek dink dit is 'n goeie omgewing om Engels te leer,Afrikaans
Ik wil een onesie kopen maar weet dat het me niet zal staan,Nederlands
Sy het hom aanbeveel om dadelik terug te kom,Afrikaans
The fact that there's a stairway to heaven and a highway to hell explains life well, English
Laat me je helpen met je bagage,Nederlands
He was willing to find the depths of the rabbit hole in order to be with her, English
Wacht alsjeblieft buiten het huis,Nederlands
Ek het tans 4 vensters oop en ek weet nie hoekom nie,Afrikaans
Random words in front of other random words create a random sentence, English
In the end he realized he could see sound and hear words, English
The minute she landed she understood the reason this was a fly-over state, English
As jy van tuna en tamatiesous hou probeer om die twee te kombineer Dit is regtig nie so sleg soos dit klink nie,Afrikaans
Als je van tonijn en tomatensaus houdt probeer dan de twee te combineren. Het is echt niet zo slecht als het klinkt,Nederlands
It was a slippery slope and he was willing to slide all the way to the deepest depths, English
The fox in the tophat whispered into the ear of the rabbit, English
Afgelopen vrijdag zag ik een gestreepte blauwe worm met vlekken de hand schudden met een pootloze hagedis,Nederlands
'n Glinsterende edelsteen is nie genoeg nie,Afrikaans
My Ma probeer om cool te wees deur te sê dat sy al dieselfde dinge hou as ek,Afrikaans
Ik hoor dat Nancy erg mooi is,Nederlands
There was coal in his stocking and he was thrilled, English
She says she has the ability to hear the soundtrack of your life, English
Om 'n lys van ewekansige sinne te skryf is moeiliker as wat ek aanvanklik gedink het,Afrikaans
Iemand wat ek ken het onlangs Maple Syrup en gebotterde Popcorn gekombineer en gedink dit sou soos karamelpopcorn smaak Dit het nie en hulle beveel nie aan dat ander dit ook doen nie,Afrikaans
De snelle bruine vos springt over de luie hond,Nederlands
'n Pers vark en 'n groen esel het 'n vlieër in die middel van die nag gevlieg en het sonbrand gekry,Afrikaans
As ek nie van iets hou nie sal ek daar wegbly,Afrikaans
Ze was te kort om over het hek te kijken,Nederlands
Die horlosie binne hierdie blog en die horlosie op my laptop is 1 uur van mekaar verskillend,Afrikaans
Ek verkies om 'n voël te wees eerder as 'n vis,Afrikaans
Ik ben nooit thuis op zondagen,Nederlands
Soms is dit beter om net weg te stap van dinge en later weer terug te kom wanneer jy in 'n beter bui is,Afrikaans
They ran around the corner to find that they had traveled back in time, English
The rusty nail stood erect angled at a 45-degree angle just waiting for the perfect barefoot to come along, English
She saw no irony asking me to change but wanting me to accept her for who she is, English
The fish listened intently to what the frogs had to say, English
Sy het die boek baie jare gelede van hom geleen en het dit nog nie teruggebring nie,Afrikaans
